GrLivArea,MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageArea,PavedDrive,OurdoorSpace,MoSold,YrSold,YrMoSold,AgeSold,SaleCondition,Longitude,Latitude,distFromCenter,cluster
2358,70,RM,5250,Reg,Lvl,Inside,OldTown,1Fam,2Story,8,5,1872,1987,None,0.0,TA,Gd,BrkTil,TA,Fa,No,LwQ,259.0,Unf,0.0,684.0,Fa,N,SBrkr,938,1215,2,4,TA,0,,0.0,Y,74,12,2008,2009.0,22.0,Normal,-93.641772,42.061149,2.8653832569696207,2
1344,160,RM,1533,Reg,Lvl,Inside,MeadowV,Twnhs,2Story,4,6,1970,2008,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,546.0,TA,Y,SBrkr,798,546,1,3,TA,1,,0.0,Y,0,5,2009,2009.416667,1.416666667,Normal,-93.641771,42.0609759,2.8543496071236167,2
2183,50,RL,13837,IR1,Lvl,Corner,NWAmes,1Fam,1.5Fin,7,5,1988,1988,BrkFace,178.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,1002.0,LwQ,202.0,1204.0,Gd,Y,SBrkr,1377,806,2,4,Gd,0,Attchd,786.0,Y,0,2,2006,2006.166667,18.16666667,Normal,-93.641416,42.06132,2.869265939359174,2
2450,60,RL,16545,IR1,Lvl,Inside,NoRidge,1Fam,2Story,8,5,1998,1998,BrkFace,731.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,781.0,Unf,0.0,1284.0,Ex,Y,SBrkr,1310,1140,2,3,Gd,1,Attchd,1069.0,Y,126,5,2009,2009.416667,11.41666667,Normal,-93.641488,42.061114,2.85753396903567,2
912,20,RL,7800,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,1964,1964,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,312.0,LwQ,600.0,912.0,TA,Y,SBrkr,912,0,1,2,TA,0,Attchd,288.0,Y,0,11,2006,2006.916667,42.91666667,Abnorml,-93.641487,42.060977,2.8487808147148272,2
1656,50,RL,10410,Reg,Lvl,Inside,OldTown,1Fam,1.5Fin,5,7,1916,1987,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,660.0,Ex,Y,SBrkr,808,704,2,3,TA,0,Detchd,180.0,N,140,8,2009,2009.666667,22.66666667,Normal,-93.641467,42.060836,2.8394012394520147,2
1352,60,RL,10800,Reg,Lvl,Inside,OldTown,1Fam,2Story,5,7,1939,2006,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,676.0,Ex,Y,SBrkr,676,676,2,4,Gd,0,Detchd,720.0,Y,315,8,2009,2009.666667,3.666666667,Normal,-93.642447,42.061193,2.8817755411063377,2
1803,20,RL,9892,Reg,Lvl,Inside,Mitchel,1Fam,1Story,8,5,1994,1995,None,0.0,Gd,Gd,PConc,Gd,Gd,Gd,GLQ,1341.0,LwQ,284.0,1679.0,Ex,Y,SBrkr,1803,0,2,3,Gd,2,Attchd,482.0,Y,415,2,2010,2010.166667,15.16666667,Normal,-93.642626,42.061656,2.914764695267004,2
1342,120,RL,6240,Reg,Lvl,Inside,NridgHt,TwnhsE,1Story,8,5,2006,2007,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,846.0,Unf,0.0,1342.0,Ex,Y,SBrkr,1342,0,2,2,Gd,1,Attchd,550.0,Y,35,6,2008,2008.5,1.5,Normal,-93.639977,42.061392,2.846620656072819,0
1654,90,RM,8927,Reg,Lvl,Inside,Sawyer,Duplex,1.5Fin,6,6,1977,1977,None,0.0,TA,Gd,CBlock,,,,,0.0,,0.0,0.0,TA,Y,SBrkr,1286,368,2,4,TA,0,Attchd,528.0,Y,0,8,2006,2006.666667,29.66666667,Normal,-93.640051,42.061365,2.8462411251338224,2
1059,20,RL,9000,Reg,Lvl,Corner,Sawyer,1Fam,1Story,5,6,1966,1966,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,773.0,Unf,0.0,1059.0,Gd,Y,SBrkr,1059,0,1,3,TA,0,Attchd,286.0,Y,88,6,2006,2006.5,40.5,Abnorml,-93.640051,42.061312,2.842826223120431,2
900,85,RL,7838,Reg,Lvl,Inside,NAmes,1Fam,SFoyer,5,5,1967,1967,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,769.0,Unf,0.0,864.0,TA,Y,SBrkr,900,0,1,3,TA,1,Attchd,288.0,Y,319,12,2006,2007.0,40.0,Normal,-93.640065,42.063283,2.9704587133782803,2
1510,70,RL,4899,Reg,HLS,Corner,SWISU,1Fam,2Story,6,8,1920,1950,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,305.0,Unf,0.0,755.0,Ex,Y,SBrkr,755,755,1,3,TA,0,Detchd,216.0,Y,164,6,2006,2006.5,56.5,Normal,-93.640211,42.060074,2.7662834209730147,2
1832,90,RL,10773,Reg,Lvl,Inside,Sawyer,Duplex,1Story,4,3,1967,1967,BrkFace,72.0,Fa,Fa,CBlock,TA,TA,No,ALQ,704.0,Unf,0.0,1832.0,TA,N,SBrkr,1832,0,2,4,TA,0,,0.0,Y,58,5,2010,2010.416667,43.41666667,Normal,-93.64021,42.060021,2.7628685311175,2
1288,70,RM,3600,Reg,Lvl,Inside,OldTown,1Fam,2Story,6,7,1917,2007,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,624.0,Ex,Y,SBrkr,664,624,1,3,Ex,1,Attchd,280.0,N,103,5,2009,2009.416667,2.416666667,Normal,-93.641325,42.060936,2.8429772367168455,2
1210,50,RM,5000,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,5,7,1941,2006,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,600.0,Unf,0.0,672.0,Ex,Y,SBrkr,832,378,1,3,Gd,0,Detchd,240.0,P,0,5,2008,2008.416667,2.416666667,Normal,-93.649649,42.058368,2.880118810409486,2
1709,120,FV,5119,IR1,Lvl,CulDSac,Somerst,TwnhsE,1Story,9,5,1999,2000,BrkFace,60.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1238.0,Unf,0.0,1698.0,Ex,Y,SBrkr,1709,0,2,2,Gd,1,Attchd,506.0,Y,162,1,2008,2008.083333,8.083333333,Abnorml,-93.642713,42.05865,2.727319882828825,2
1077,190,RL,7420,Reg,Lvl,Corner,BrkSide,2fmCon,1.5Unf,5,6,1939,1950,None,0.0,TA,TA,BrkTil,TA,TA,No,GLQ,851.0,Unf,0.0,991.0,Ex,Y,SBrkr,1077,0,1,2,TA,2,Attchd,205.0,Y,4,1,2008,2008.083333,58.08333333,Normal,-93.642813,42.05859,2.725758390943796,2
2646,80,RL,14330,IR1,Low,Corner,Veenker,1Fam,SLvl,7,4,1974,1974,BrkFace,145.0,Gd,Fa,CBlock,Gd,TA,Gd,ALQ,1023.0,BLQ,497.0,1748.0,Gd,Y,SBrkr,2151,495,2,3,Gd,4,Attchd,550.0,Y,741,1,2006,2006.083333,32.08333333,Normal,-93.642913,42.05853,2.724212019459708,2
1336,190,RL,15750,Reg,Lvl,Corner,Crawfor,2fmCon,1Story,5,5,1953,1953,BrkFace,56.0,TA,TA,CBlock,TA,TA,Mn,BLQ,841.0,Unf,0.0,1165.0,TA,Y,SBrkr,1336,0,1,2,TA,2,Attchd,375.0,Y,0,6,2006,2006.5,53.5,Normal,-93.64334,42.059181,2.7742198123864954,2
2728,60,RL,20431,IR2,Lvl,Inside,NridgHt,1Fam,2Story,9,5,2005,2006,BrkFace,870.0,Ex,TA,PConc,Ex,TA,No,GLQ,1410.0,Unf,0.0,1848.0,Ex,Y,SBrkr,1848,880,2,4,Ex,2,Attchd,706.0,Y,0,4,2006,2006.333333,0.333333333,Partial,-93.642932,42.059481,2.784073898647646,2
2417,60,RL,16059,Reg,Lvl,Corner,NoRidge,1Fam,2Story,8,5,1991,1992,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1288.0,Ex,Y,SBrkr,1301,1116,2,4,Gd,1,Attchd,462.0,Y,209,4,2006,2006.333333,14.33333333,Normal,-93.641281,42.057905,2.649899237421448,2
2028,20,RL,11443,Reg,Lvl,Inside,Timber,1Fam,1Story,8,5,2005,2006,BrkFace,208.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1460.0,Unf,0.0,1868.0,Ex,Y,SBrkr,2028,0,2,2,Gd,2,Attchd,880.0,Y,392,3,2006,2006.25,0.25,Partial,-93.641279,42.057981,2.6546455356655176,2
1216,120,RM,4500,Reg,Lvl,FR2,Mitchel,Twnhs,1Story,6,5,1998,1998,BrkFace,116.0,TA,TA,PConc,Ex,TA,No,GLQ,897.0,Unf,0.0,1216.0,Ex,Y,SBrkr,1216,0,2,2,TA,0,Attchd,402.0,Y,125,5,2006,2006.416667,8.416666667,Normal,-93.641331,42.057986,2.656052565549297,2
1453,20,RL,10573,IR1,Lvl,Corner,NAmes,1Fam,1Story,6,6,1961,1961,BrkFace,3.0,TA,TA,CBlock,TA,TA,No,Rec,1312.0,Unf,0.0,1453.0,Ex,Y,SBrkr,1453,0,2,3,TA,1,Attchd,530.0,Y,337,4,2009,2009.333333,48.33333333,Normal,-93.642836,42.058401,2.7144703779960024,2
2202,60,RL,11762,Reg,Lvl,Inside,NoRidge,1Fam,2Story,8,5,1992,1993,BrkFace,309.0,Gd,TA,PConc,Ex,TA,No,GLQ,335.0,Unf,0.0,1105.0,Ex,Y,SBrkr,1105,1097,2,4,Gd,1,Attchd,517.0,Y,209,9,2007,2007.75,14.75,Normal,-93.642397,42.058595,2.717021076628605,2
612,30,RM,5925,Reg,Lvl,Corner,OldTown,1Fam,1Story,2,4,1940,1950,None,0.0,TA,Gd,BrkTil,,,,,0.0,,0.0,0.0,Fa,N,FuseA,612,0,1,1,TA,0,Detchd,308.0,N,25,10,2009,2009.833333,59.83333333,Normal,-93.641919,42.059068,2.7365707533300627,2
1200,85,RL,14137,Reg,Lvl,Corner,Mitchel,1Fam,SFoyer,4,5,1964,1964,BrkFace,98.0,TA,TA,CBlock,Gd,TA,Av,ALQ,865.0,LwQ,247.0,1200.0,Gd,Y,SBrkr,1200,0,1,3,TA,0,2Types,850.0,Y,290,11,2008,2008.916667,44.91666667,Normal,-93.6442698,42.0600066,2.846260114104283,2
1281,50,RL,10284,Reg,Lvl,Corner,OldTown,1Fam,1.5Fin,4,7,1925,1993,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,1030.0,LwQ,66.0,1151.0,Ex,Y,SBrkr,845,436,2,1,TA,0,Detchd,580.0,Y,0,8,2007,2007.666667,14.66666667,Abnorml,-93.644251,42.059605,2.8208976031004056,2
1432,80,RL,16157,IR1,Lvl,FR2,Veenker,1Fam,SLvl,5,7,1978,1978,None,0.0,TA,TA,PConc,Gd,TA,Gd,ALQ,680.0,Rec,391.0,1360.0,Ex,Y,SBrkr,1432,0,1,2,Gd,1,Attchd,588.0,Y,348,6,2007,2007.5,29.5,Normal,-93.643641,42.059526,2.80237091482972,2
1414,60,RL,9056,IR1,Lvl,Inside,Gilbert,1Fam,2Story,8,5,2004,2004,None,0.0,Gd,TA,PConc,Ex,Gd,Av,Unf,0.0,Unf,0.0,707.0,Ex,Y,SBrkr,707,707,2,3,Gd,1,Attchd,403.0,Y,135,10,2006,2006.833333,2.833333333,Normal,-93.643632,42.059507,2.8009879102015542,2
1324,50,RM,6000,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,4,6,1936,1950,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,672.0,Unf,0.0,672.0,TA,Y,SBrkr,757,567,1,3,TA,0,Detchd,240.0,Y,0,7,2009,2009.583333,59.58333333,Normal,-93.641377,42.057839,2.6477672956895204,2
616,30,RM,6000,Reg,Lvl,Inside,BrkSide,1Fam,1Story,5,7,1921,1950,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,616.0,Unf,0.0,616.0,Gd,Y,SBrkr,616,0,1,2,TA,0,Detchd,205.0,Y,129,6,2006,2006.5,56.5,Normal,-93.64136,42.057838,2.647345232776353,2
864,20,RL,9000,Reg,Lvl,FR2,NAmes,1Fam,1Story,4,7,1971,2006,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,240.0,Unf,0.0,864.0,Gd,Y,SBrkr,864,0,1,3,TA,0,Detchd,576.0,Y,200,7,2009,2009.583333,3.583333333,Normal,-93.641323,42.057836,2.6464385068123977,2
2007,70,RM,8400,Reg,Lvl,Corner,OldTown,1Fam,2Story,6,7,1900,1950,None,0.0,TA,TA,BrkTil,Fa,Gd,Mn,Unf,0.0,Unf,0.0,917.0,Gd,Y,FuseA,1090,917,2,3,Ex,0,Detchd,357.0,Y,235,6,2009,2009.5,59.5,Normal,-93.641313,42.057834,2.6461017486902842,2
1316,50,RL,8550,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,5,5,1926,1950,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,750.0,TA,Y,SBrkr,960,356,1,4,TA,0,Detchd,576.0,Y,0,10,2007,2007.833333,57.83333333,Family,-93.641303,42.057833,2.6458280141061037,2
1740,20,RL,11050,Reg,Lvl,Inside,NWAmes,1Fam,1Story,6,5,1968,1968,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,301.0,Unf,0.0,1740.0,Fa,Y,SBrkr,1740,0,1,4,TA,1,Attchd,512.0,Y,217,10,2008,2008.833333,40.83333333,Family,-93.641337,42.057103,2.6006793160902375,2
1026,85,RL,8410,IR1,Lvl,Corner,Mitchel,1Fam,SFoyer,6,6,1974,1974,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,924.0,Unf,0.0,970.0,TA,Y,SBrkr,1026,0,1,2,TA,1,Attchd,528.0,Y,193,4,2007,2007.333333,33.33333333,Normal,-93.641367,42.057098,2.6010104365541444,2
1050,20,RL,8092,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,8,1954,2000,BrkFace,176.0,TA,Gd,CBlock,TA,TA,No,ALQ,824.0,Unf,0.0,1050.0,Ex,Y,SBrkr,1050,0,1,3,Gd,0,Attchd,286.0,Y,0,6,2006,2006.5,6.5,Abnorml,-93.641397,42.057093,2.6013424765404918,2
765,30,RM,5000,Reg,Lvl,Inside,BrkSide,1Fam,1Story,4,7,1925,1950,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,188.0,Unf,0.0,765.0,TA,N,FuseF,765,0,1,2,Gd,0,Detchd,200.0,P,176,4,2010,2010.333333,60.33333333,Normal,-93.641342,42.05695,2.591195424255256,2
1002,20,RL,8750,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,6,1970,1970,BrkFace,76.0,TA,TA,CBlock,TA,TA,No,BLQ,828.0,Unf,0.0,1002.0,TA,Y,SBrkr,1002,0,1,3,TA,0,Detchd,902.0,Y,0,8,2009,2009.666667,39.66666667,Normal,-93.641312,42.056955,2.590862453623349,2
1112,50,RL,9780,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,5,3,1934,1950,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,585.0,TA,N,FuseA,687,425,2,4,TA,0,Detchd,226.0,N,0,3,2009,2009.25,59.25,Normal,-93.640658,42.058897,2.699899032367362,2
1041,20,RL,7350,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,6,1958,1958,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1041.0,Gd,Y,SBrkr,1041,0,1,3,TA,0,Attchd,294.0,Y,0,3,2009,2009.25,51.25,Normal,-93.640879,42.058668,2.6898157652530243,2
2042,20,RL,12704,Reg,Lvl,Inside,NridgHt,1Fam,1Story,8,5,2008,2009,BrkFace,306.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,2042.0,Ex,Y,SBrkr,2042,0,2,3,Ex,1,Attchd,1390.0,Y,90,8,2009,2009.666667,0.666666667,Partial,-93.640959,42.058581,2.6859312013558583,2
1933,60,RL,14598,IR1,Lvl,CulDSac,Somerst,1Fam,2Story,6,5,2007,2007,Stone,74.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,894.0,Ex,Y,SBrkr,894,1039,2,4,Gd,1,BuiltIn,668.0,Y,118,1,2008,2008.083333,1.083333333,Normal,-93.641053,42.058461,2.6802602978667234,2
1750,70,RM,9000,Reg,Lvl,Corner,OldTown,1Fam,2Story,5,6,1880,1991,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,636.0,TA,Y,FuseA,1089,661,1,3,Ex,0,Detchd,240.0,N,293,6,2006,2006.5,15.5,Abnorml,-93.655739,42.05443,2.8431327082934486,2
1601,50,RM,7288,Reg,Lvl,Inside,IDOTRR,1Fam,1.5Fin,5,7,1925,2003,None,0.0,Gd,Gd,BrkTil,TA,Po,No,Unf,0.0,Unf,0.0,936.0,Ex,Y,SBrkr,936,665,2,3,TA,0,,0.0,N,176,9,2007,2007.75,4.75,Normal,-93.654594,42.053879,2.7762257475622216,2
864,20,RL,10500,Reg,Lvl,FR2,NAmes,1Fam,1Story,4,5,1971,1971,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,432.0,Unf,0.0,864.0,TA,Y,SBrkr,864,0,1,3,TA,1,,0.0,Y,0,4,2010,2010.333333,39.33333333,Normal,-93.654519,42.05384,2.7716938953758405,2
964,30,RL,13360,IR1,HLS,Inside,Crawfor,1Fam,1Story,5,7,1921,2006,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713.0,Unf,0.0,876.0,Ex,Y,SBrkr,964,0,1,2,TA,0,Detchd,432.0,Y,44,8,2009,2009.666667,3.666666667,Normal,-93.654444,42.053801,2.767162617573573,2
1332,120,RL,7175,Reg,Lvl,Inside,SawyerW,TwnhsE,1Story,6,5,1990,1991,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1332.0,Gd,Y,SBrkr,1332,0,2,2,Gd,0,Attchd,542.0,Y,60,2,2009,2009.166667,18.16666667,Normal,-93.65429,42.053749,2.7593569675151235,2
2127,60,RL,10944,IR1,Lvl,Inside,NoRidge,1Fam,2Story,7,5,1994,1994,BrkFace,448.0,Gd,TA,PConc,Gd,TA,No,GLQ,1000.0,Unf,0.0,1223.0,Ex,Y,SBrkr,1223,904,2,3,Gd,2,Attchd,525.0,Y,303,8,2008,2008.666667,14.66666667,Normal,-93.65412,42.053666,2.7493803685004075,2
1111,50,RL,9084,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,5,6,1941,1950,None,0.0,TA,TA,CBlock,TA,Fa,Mn,LwQ,236.0,Rec,380.0,616.0,TA,N,SBrkr,616,495,1,3,TA,0,Detchd,200.0,Y,48,3,2008,2008.25,58.25,Normal,-93.657851,42.053314,2.857011034878076,2
1395,20,RL,9760,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,7,1963,1984,BrkFace,218.0,TA,TA,CBlock,TA,TA,Gd,BLQ,717.0,LwQ,263.0,1395.0,TA,Y,SBrkr,1395,0,1,2,TA,1,Attchd,440.0,Y,1010,5,2010,2010.416667,26.41666667,Normal,-93.657163,42.053911,2.8638487456965267,2
1856,20,RL,11394,Reg,Lvl,Corner,StoneBr,1Fam,1Story,9,2,2010,2010,Stone,350.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1445.0,Unf,0.0,1856.0,Ex,Y,SBrkr,1856,0,1,1,Ex,1,Attchd,834.0,Y,113,6,2010,2010.5,0.5,Partial,-93.655711,42.053364,2.786217030427081,2
1596,60,RL,9316,IR1,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2005,2005,BrkFace,532.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,784.0,Ex,Y,SBrkr,784,812,2,3,Gd,0,Attchd,610.0,Y,189,6,2006,2006.5,1.5,Normal,-93.653324,42.055748,2.8371744565709625,2
3447,50,RL,14100,IR1,Lvl,Inside,Crawfor,1Fam,1.5Fin,8,9,1935,1997,BrkFace,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,192.0,Unf,0.0,728.0,Ex,Y,SBrkr,1968,1479,3,4,Gd,2,BuiltIn,1014.0,Y,326,5,2008,2008.416667,11.41666667,Normal,-93.652894,42.055751,2.824122815488516,2
1601,80,RL,13825,Reg,Lvl,Inside,Sawyer,1Fam,SLvl,5,6,1958,1987,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,533.0,TA,Y,SBrkr,1021,580,1,3,TA,0,BuiltIn,300.0,Y,314,12,2008,2009.0,22.0,Normal,-93.650932,42.055777,2.7667331329353364,2
1200,50,RL,11767,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,5,6,1946,1995,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,352.0,Unf,0.0,768.0,Ex,Y,SBrkr,768,432,1,3,TA,0,Detchd,240.0,Y,0,5,2008,2008.416667,13.41666667,Normal,-93.6532,42.055601,2.8252313781301965,2
1424,190,RL,41600,IR1,Lvl,FR2,Gilbert,2fmCon,1Story,5,5,1969,1990,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1047.0,Unf,0.0,1100.0,TA,Y,SBrkr,1424,0,1,3,TA,0,2Types,828.0,N,144,11,2007,2007.916667,17.91666667,Normal,-93.651096,42.055627,2.7630793320237084,2
1406,50,RM,7920,IR1,Lvl,Inside,IDOTRR,1Fam,1.5Fin,6,7,1920,1950,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,319.0,TA,Y,FuseA,1035,371,1,3,Fa,0,,0.0,N,144,3,2008,2008.25,58.25,Normal,-93.650957,42.055626,2.758919855068231,2
2448,60,RL,18275,IR1,HLS,Inside,NAmes,1Fam,2Story,7,8,1962,1998,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,636.0,Unf,0.0,1438.0,TA,Y,SBrkr,1900,548,3,3,TA,2,Attchd,441.0,Y,622,9,2006,2006.75,8.75,Normal,-93.651381,42.054386,2.702105881393741,2
907,20,RL,16269,IR1,Lvl,CulDSac,CollgCr,1Fam,1Story,5,5,1978,1978,BrkFace,76.0,TA,TA,BrkTil,Gd,TA,Av,GLQ,625.0,Unf,0.0,907.0,TA,Y,SBrkr,907,0,1,3,TA,0,Attchd,343.0,Y,72,7,2009,2009.583333,31.58333333,Normal,-93.652641,42.05359,2.6976484976390416,2
1984,60,RM,8094,Reg,Lvl,Inside,OldTown,2fmCon,2.5Unf,6,8,1910,1983,None,0.0,TA,TA,PConc,TA,TA,Mn,Rec,196.0,Unf,0.0,1242.0,Gd,Y,SBrkr,1242,742,2,5,TA,0,Detchd,360.0,Y,244,9,2008,2008.75,25.75,Normal,-93.652777,42.053436,2.693644878024545,2
1342,20,RL,9280,Reg,Lvl,Inside,Edwards,1Fam,1Story,5,6,1951,1951,None,0.0,TA,TA,CBlock,Fa,TA,No,ALQ,557.0,Unf,0.0,1342.0,Ex,Y,SBrkr,1342,0,1,4,TA,0,Detchd,256.0,Y,0,4,2007,2007.333333,56.33333333,Normal,-93.652608,42.053441,2.688520241366787,2
2126,60,RL,28698,IR2,Low,CulDSac,ClearCr,1Fam,2Story,5,5,1967,1967,None,0.0,TA,TA,PConc,TA,Gd,Gd,LwQ,249.0,ALQ,764.0,1013.0,TA,Y,SBrkr,1160,966,2,3,TA,0,Attchd,538.0,Y,711,6,2009,2009.5,42.5,Abnorml,-93.65227,42.053154,2.662200296898112,2
1190,20,RL,8769,Reg,Lvl,FR2,CollgCr,1Fam,1Story,7,5,2005,2005,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,709.0,Unf,0.0,1169.0,Ex,Y,SBrkr,1190,0,2,2,Gd,0,Attchd,578.0,Y,141,10,2007,2007.833333,2.833333333,Normal,-93.652334,42.053243,2.6690624031218846,2
1004,90,RL,10530,Reg,Lvl,Inside,Mitchel,Duplex,SFoyer,6,5,1977,1977,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,975.0,Unf,0.0,975.0,TA,Y,SBrkr,1004,0,1,2,TA,0,Attchd,504.0,Y,0,5,2006,2006.416667,29.41666667,Normal,-93.65238,42.053041,2.659595986341395,2
1224,20,RL,20000,Reg,Lvl,Inside,Mitchel,1Fam,1Story,5,7,1960,1996,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1224.0,Unf,0.0,1224.0,Ex,Y,SBrkr,1224,0,1,4,TA,1,Detchd,576.0,Y,474,9,2006,2006.75,10.75,Abnorml,-93.651562,42.0522319,2.5896988351731234,2
2267,60,RL,8068,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2002,2002,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1010.0,Ex,Y,SBrkr,1010,1257,2,4,Gd,1,BuiltIn,390.0,Y,166,12,2009,2010.0,8.0,Normal,-93.649901,42.053467,2.6059938278828367,2
2524,20,RL,9600,Reg,Lvl,Inside,NWAmes,1Fam,1Story,8,5,1981,1981,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,1104.0,Unf,0.0,2524.0,TA,Y,SBrkr,2524,0,2,4,Gd,1,Attchd,542.0,Y,594,7,2009,2009.583333,28.58333333,Normal,-93.657271,42.05198,2.769374003748713,2
1456,160,RL,2349,Reg,Lvl,Inside,NPkVill,Twnhs,2Story,6,5,1977,1977,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,389.0,Unf,0.0,855.0,TA,Y,SBrkr,855,601,2,3,TA,1,Attchd,440.0,Y,28,5,2009,2009.416667,32.41666667,Normal,-93.655555,42.052668,2.7447874115503397,2
1638,120,FV,4765,IR1,Lvl,Inside,Somerst,TwnhsE,1Story,9,5,2000,2000,BrkFace,260.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1027.0,Unf,0.0,1614.0,Ex,Y,SBrkr,1638,0,2,2,Ex,1,Attchd,495.0,Y,298,7,2008,2008.583333,8.583333333,Normal,-93.655159,42.052361,2.715421690733434,2
1797,20,RL,11765,IR1,Lvl,Corner,NAmes,1Fam,1Story,5,5,1957,1957,Stone,302.0,TA,TA,CBlock,TA,TA,Mn,Rec,1127.0,Unf,0.0,1617.0,Fa,Y,SBrkr,1797,0,1,3,TA,1,Attchd,963.0,Y,0,6,2006,2006.5,49.5,Normal,-93.655279,42.052272,2.714915909132568,2
941,20,RL,8789,IR1,Lvl,Inside,Sawyer,1Fam,1Story,5,6,1967,1967,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,659.0,Unf,0.0,912.0,TA,Y,SBrkr,941,0,1,3,TA,1,Attchd,288.0,Y,64,6,2006,2006.5,39.5,Normal,-93.655905,42.052247,2.7351307550685444,2
1536,60,RL,9045,IR1,Lvl,Inside,CollgCr,1Fam,2Story,5,5,2005,2005,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,768.0,Ex,Y,SBrkr,768,768,2,3,Gd,0,Attchd,400.0,Y,40,6,2007,2007.5,2.5,Normal,-93.654206,42.051721,2.6498750761332164,2
