"","PID","GrLivArea","SalePrice","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","Prop_Addr","Longitude","Latitude",".group"
"296",527455240,892,100000,20,"RL",65,7150,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg","HdBoard","HdBoard","BrkFace",60,"TA","TA","CBlock","TA","TA","No","BLQ",432,"Unf",0,460,892,"GasA","TA","Y","SBrkr",892,0,0,0,0,1,0,3,1,"TA",5,"Typ",0,"","Attchd",1967,"RFn",1,288,"TA","TA","Y",0,0,0,0,0,0,"","GdWo","",0,7,2009,"WD ","Normal","1111 28TH ST",-93.6256036,42.0488934,296
"297",527455250,988,129250,20,"RL",65,7150,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1966,1966,"Hip","CompShg","HdBoard","HdBoard","BrkFace",52,"TA","TA","CBlock","TA","TA","No","BLQ",725,"Unf",0,263,988,"GasA","TA","Y","SBrkr",988,0,0,1,0,1,0,3,1,"TA",5,"Typ",0,"","Detchd",1974,"Unf",1,360,"TA","TA","Y",0,0,0,0,0,0,"","","",0,11,2007,"WD ","Normal","1115 28TH ST",-93.6257971,42.0488205,297
"298",527455270,892,110000,20,"RL",NA,9477,"Pave","","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1966,1966,"Gable","CompShg","HdBoard","HdBoard","BrkFace",65,"TA","TA","CBlock","TA","TA","No","Rec",340,"Unf",0,524,864,"GasA","TA","Y","SBrkr",892,0,0,0,0,1,0,3,1,"TA",5,"Typ",0,"","Attchd",1966,"RFn",1,264,"TA","TA","Y",0,0,0,0,0,0,"","GdWo","",0,10,2008,"WD ","Normal","2804 NORTHWESTERN AVE",-93.62649,42.04845,298
"299",527455280,1120,148800,20,"RL",NA,10710,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1966,2004,"Hip","CompShg","HdBoard","HdBoard","BrkFace",165,"Gd","TA","PConc","TA","TA","No","BLQ",644,"Unf",0,220,864,"GasA","Ex","Y","SBrkr",1120,0,0,0,1,1,0,3,1,"TA",5,"Typ",1,"TA","Attchd",1966,"RFn",2,656,"TA","TA","Y",0,162,0,0,0,0,"","","Shed",1200,7,2009,"WD ","Normal","2810 NORTHWESTERN AVE",-93.626521,42.048486,299
"300",528102010,1980,315000,20,"RL",129,16737,"Pave","","Reg","Lvl","AllPub","FR3","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace",66,"Gd","TA","PConc","Ex","TA","Av","GLQ",1447,"Unf",0,533,1980,"GasA","Ex","Y","SBrkr",1980,0,0,1,0,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2004,"Fin",3,770,"TA","TA","Y",194,45,0,0,0,0,"","","",0,9,2006,"WD ","Normal","4205 WEMBLEY AVE",-93.658864,42.061472,300
"301",528102030,1932,394617,20,"RL",96,12444,"Pave","","Reg","Lvl","AllPub","FR2","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2008,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",426,"Ex","TA","PConc","Ex","TA","Av","GLQ",1336,"Unf",0,596,1932,"GasA","Ex","Y","SBrkr",1932,0,0,1,0,2,0,2,1,"Ex",7,"Typ",1,"Gd","Attchd",2008,"Fin",3,774,"TA","TA","Y",0,66,0,304,0,0,"","","",0,11,2008,"New","Partial","4221 WEMBLEY AVE",-93.658873,42.062046,301
"302",528102040,1718,337500,20,"RL",96,12456,"Pave","","Reg","Lvl","AllPub","FR2","Gtl","NridgHt","Norm","Norm","1Fam","1Story",10,5,2006,2007,"Hip","CompShg","CemntBd","CmentBd","Stone",230,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1172,"Unf",0,528,1700,"GasA","Ex","Y","SBrkr",1718,0,0,1,0,2,0,3,1,"Ex",7,"Typ",1,"Gd","Attchd",2008,"Fin",3,786,"TA","TA","Y",216,48,0,0,0,0,"","","",0,7,2009,"WD ","Normal","4303 WEMBLEY AVE",-93.658877,42.0623099,302
"303",528102140,2772,462000,60,"RL",110,14257,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","PosN","Norm","1Fam","2Story",9,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",726,"Ex","TA","PConc","Ex","TA","No","GLQ",1360,"Unf",0,416,1776,"GasA","Ex","Y","SBrkr",1794,978,0,1,0,3,1,4,1,"Ex",10,"Typ",3,"Gd","BuiltIn",2007,"Fin",3,754,"TA","TA","Y",135,64,0,0,0,0,"","","",0,6,2009,"WD ","Normal","3209 SEDWICK ST",-93.6562749,42.063304,303
"304",528104010,2122,345474,20,"RL",110,14333,"Pave","","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1518,"Unf",0,590,2108,"GasA","Ex","Y","SBrkr",2122,0,0,1,0,2,1,2,1,"Gd",7,"Typ",1,"Ex","Attchd",2007,"Fin",3,938,"TA","TA","Y",130,142,0,0,0,0,"","","",0,11,2007,"New","Partial","3131 SEDWICK ST",-93.654243,42.063141,304
"305",528106010,2596,342643,60,"RL",111,16259,"Pave","","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",370,"TA","TA","PConc","Ex","Gd","Av","Unf",0,"Unf",0,1249,1249,"GasA","Ex","Y","SBrkr",1249,1347,0,0,0,3,1,4,1,"Gd",9,"Typ",0,"","Attchd",2006,"RFn",3,840,"TA","TA","Y",240,154,0,0,0,0,"","","",0,9,2006,"New","Partial","3332 STOCKBURY ST",-93.658226,42.061901,305
"306",528106020,2402,555000,20,"RL",105,15431,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",10,5,2008,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",200,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1767,"ALQ",539,788,3094,"GasA","Ex","Y","SBrkr",2402,0,0,1,0,2,0,2,1,"Ex",10,"Typ",2,"Gd","Attchd",2008,"Fin",3,672,"TA","TA","Y",0,72,0,0,170,0,"","","",0,4,2009,"WD ","Normal","3324 STOCKBURY ST",-93.657828,42.061902,306
"307",528106070,1652,325000,20,"RL",108,13173,"Pave","","IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2006,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",300,"Gd","TA","PConc","Ex","TA","No","GLQ",1572,"Unf",0,80,1652,"GasA","Ex","Y","SBrkr",1652,0,0,1,0,2,0,2,1,"Ex",6,"Typ",2,"Ex","Attchd",2006,"Fin",2,840,"TA","TA","Y",404,102,0,0,0,0,"","","",0,11,2009,"WD ","Normal","3209 WESTON DR",-93.657483,42.06128,307
"308",528106110,2046,450000,20,"RL",105,15431,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",10,5,2005,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",400,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1430,"Unf",0,564,1994,"GasA","Ex","Y","SBrkr",2046,0,0,1,0,2,1,2,1,"Ex",7,"Typ",2,"Gd","Attchd",2005,"Fin",3,878,"TA","TA","Y",188,65,0,0,175,0,"","","",0,8,2007,"WD ","Normal","3331 WESTON DR",-93.657967,42.061284,308
"309",528106120,1618,252000,20,"RL",110,16163,"Pave","","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",232,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1618,1618,"GasA","Ex","Y","SBrkr",1618,0,0,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2004,"Fin",3,880,"TA","TA","Y",0,0,0,0,0,0,"","","",0,7,2006,"WD ","Normal","3337 WESTON DR",-93.657991,42.061284,309
"310",528108010,1600,256300,20,"RL",110,14230,"Pave","","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",640,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1566,1566,"GasA","Ex","Y","SBrkr",1600,0,0,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2007,"RFn",3,890,"TA","TA","Y",0,56,0,0,0,0,"","","",0,7,2009,"WD ","Normal","3130 SEDWICK ST",-93.654241,42.062991,310
"311",528108020,2042,253293,20,"RL",98,12704,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2008,2009,"Hip","CompShg","VinylSd","VinylSd","BrkFace",306,"Ex","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,2042,2042,"GasA","Ex","Y","SBrkr",2042,0,0,0,0,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2009,"RFn",3,1390,"TA","TA","Y",0,90,0,0,0,0,"","","",0,8,2009,"New","Partial","3122 SEDWICK ST",-93.654144,42.062992,311
"312",528108040,2690,398800,60,"RL",95,12350,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","GLQ",986,"Unf",0,379,1365,"GasA","Ex","Y","SBrkr",1365,1325,0,1,0,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2009,"RFn",3,864,"TA","TA","Y",0,197,0,0,0,0,"","","",0,7,2009,"New","Partial","3106 SEDWICK ST",-93.653955,42.062994,312
"313",528108070,2184,335000,60,"RL",96,11308,"Pave","","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",154,"Ex","TA","PConc","Ex","TA","Av","GLQ",936,"Unf",0,168,1104,"GasA","Ex","Y","SBrkr",1130,1054,0,1,0,2,1,3,1,"Ex",10,"Typ",1,"Gd","Attchd",2008,"Fin",3,836,"TA","TA","Y",0,102,0,0,0,0,"","","",0,7,2009,"WD ","Normal","3012 SEDWICK ST",-93.652863,42.062942,313
"314",528108120,2334,376162,60,"RL",102,12858,"Pave","","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2009,2010,"Gable","CompShg","VinylSd","VinylSd","Stone",162,"Ex","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,1590,1590,"GasA","Ex","Y","SBrkr",1627,707,0,0,0,2,1,3,1,"Ex",10,"Typ",1,"Gd","Attchd",2009,"Fin",3,751,"TA","TA","Y",144,133,0,0,0,0,"","","",0,1,2010,"New","Partial","3033 STOCKBURY ST",-93.653201,42.062352,314
"315",528108130,2020,404000,20,"RL",95,12350,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2008,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",450,"Ex","TA","PConc","Ex","TA","Av","GLQ",1232,"Unf",0,788,2020,"GasA","Ex","Y","SBrkr",2020,0,0,1,0,2,0,3,1,"Ex",7,"Typ",1,"Gd","Attchd",2008,"RFn",3,896,"TA","TA","Y",192,98,0,0,0,0,"","","",0,5,2009,"WD ","Normal","3107 STOCKBURY ST",-93.654439,42.062258,315
"316",528110010,2296,451950,60,"RL",97,13478,"Pave","","IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",10,5,2008,2008,"Gable","CompShg","CemntBd","CmentBd","Stone",420,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1338,"Unf",0,384,1722,"GasA","Ex","Y","SBrkr",1728,568,0,1,0,2,1,3,1,"Ex",10,"Typ",1,"Gd","BuiltIn",2008,"RFn",3,842,"TA","TA","Y",382,274,0,0,0,0,"","","",0,6,2009,"ConLI","Normal","3332 SEDWICK ST",-93.658224,42.062776,316
"317",528110020,2674,610000,20,"RL",105,13693,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","PosA","PosA","1Fam","1Story",10,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",472,"Ex","TA","PConc","Ex","TA","Gd","GLQ",2288,"Unf",0,342,2630,"GasA","Ex","Y","SBrkr",2674,0,0,2,0,2,1,2,1,"Ex",8,"Typ",2,"Gd","Attchd",2007,"Fin",3,762,"TA","TA","Y",360,50,0,0,0,0,"","","",0,3,2009,"WD ","Normal","3326 SEDWICK ST",-93.657835,42.062789,317
"318",528110040,2552,479069,20,"RL",107,13891,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",456,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1812,"Unf",0,740,2552,"GasA","Ex","Y","SBrkr",2552,0,0,1,0,2,0,3,1,"Ex",8,"Typ",2,"Ex","Attchd",2007,"Fin",3,932,"TA","TA","Y",130,28,0,0,0,0,"","","",0,10,2007,"New","Partial","3308 SEDWICK ST",-93.6570542,42.0628153,318
"319",528110070,1973,395000,20,"RL",110,14226,"Pave","","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",375,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1935,1935,"GasA","Gd","Y","SBrkr",1973,0,0,0,0,2,0,3,1,"Gd",9,"Typ",1,"Gd","Attchd",2006,"Fin",3,895,"TA","TA","Y",315,45,0,0,0,0,"","","",0,7,2007,"New","Partial","3207 STOCKBURY ST",-93.6562861,42.0624082,319
"320",528110100,2643,380000,60,"RL",105,13693,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",772,"Ex","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,2153,2153,"GasA","Ex","Y","SBrkr",2069,574,0,0,0,2,1,3,1,"Ex",9,"Typ",1,"Gd","BuiltIn",2006,"Fin",3,694,"TA","TA","Y",414,84,0,0,0,0,"","","",0,3,2007,"WD ","Normal","3313 STOCKBURY ST",-93.657444,42.062434,320
"321",528110110,2464,417500,20,"RL",105,13693,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",554,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1728,"BLQ",495,195,2418,"GasA","Ex","Y","SBrkr",2464,0,0,1,0,2,1,4,1,"Ex",9,"Typ",1,"Ex","Attchd",2007,"Fin",3,650,"TA","TA","Y",358,78,0,0,0,0,"","","",0,8,2008,"WD ","Normal","3323 STOCKBURY ST",-93.657832,42.062432,321
"322",528112020,1704,306000,20,"RL",98,11478,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",200,"Gd","TA","PConc","Ex","TA","No","GLQ",1218,"Unf",0,486,1704,"GasA","Ex","Y","SBrkr",1704,0,0,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2008,"RFn",3,772,"TA","TA","Y",0,50,0,0,0,0,"","","",0,5,2010,"WD ","Normal","3120 STOCKBURY ST",-93.654645,42.062109,322
"323",528112040,1736,360000,20,"RL",95,11578,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",302,"Ex","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,1736,1736,"GasA","Ex","Y","SBrkr",1736,0,0,0,0,2,0,3,1,"Ex",7,"Typ",1,"Gd","Attchd",2008,"RFn",3,834,"TA","TA","Y",319,90,0,0,0,0,"","","",0,7,2009,"WD ","Normal","3106 STOCKBURY ST",-93.654437,42.062108,323
"324",528112150,1634,250000,20,"RL",98,11428,"Pave","","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",248,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1626,1626,"GasA","Ex","Y","SBrkr",1634,0,0,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",3,866,"TA","TA","Y",0,44,0,0,0,0,"","","",0,5,2007,"WD ","Normal","3125 WESTON DR",-93.65331,42.061504,324
"325",528114010,1868,415000,20,"RL",120,14780,"Pave","","IR1","HLS","AllPub","Corner","Mod","NridgHt","Norm","Norm","1Fam","1Story",9,5,2005,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace",568,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1505,"Unf",0,363,1868,"GasA","Ex","Y","SBrkr",1868,0,0,1,0,2,0,2,1,"Ex",7,"Typ",1,"Gd","Attchd",2005,"Fin",3,1085,"TA","TA","Y",354,56,0,0,156,0,"","","",0,6,2006,"WD ","Normal","3334 WESTON DR",-93.657984,42.061134,325
"326",528114040,1950,383000,20,"RL",104,14418,"Pave","","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd","BrkFace",480,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1375,"Unf",0,575,1950,"GasA","Ex","Y","SBrkr",1950,0,0,1,0,2,0,2,1,"Ex",7,"Typ",1,"Gd","Attchd",2007,"Fin",3,706,"TA","TA","Y",156,207,0,0,0,0,"","","",0,5,2008,"WD ","Normal","3310 WESTON DR",-93.657889,42.061133,326
"327",528114050,1976,440000,20,"RL",110,14977,"Pave","","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",304,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1350,"Unf",0,626,1976,"GasA","Ex","Y","SBrkr",1976,0,0,1,0,2,0,2,1,"Gd",7,"Typ",1,"Ex","Attchd",2006,"RFn",3,908,"TA","TA","Y",250,63,0,0,0,0,"","","",0,7,2007,"New","Partial","3218 WESTON DR",-93.657524,42.061131,327
"328",528116010,1782,296000,20,"RL",129,16870,"Pave","","IR1","Lvl","AllPub","FR3","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace",238,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1531,"Unf",0,251,1782,"GasA","Ex","Y","SBrkr",1782,0,0,1,0,2,0,3,1,"Gd",7,"Typ",2,"Gd","Attchd",2004,"Fin",3,932,"TA","TA","Y",99,82,0,0,0,0,"","","",0,4,2009,"WD ","Normal","4115 WEMBLEY AVE",-93.658854,42.060934,328
"329",528116030,1850,326000,20,"RL",98,16033,"Pave","","IR1","Lvl","AllPub","FR2","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace",378,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1261,"Unf",0,572,1833,"GasA","Ex","Y","SBrkr",1850,0,0,1,0,2,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2004,"Fin",3,772,"TA","TA","Y",519,112,0,0,0,0,"","","",0,3,2006,"WD ","Normal","4017 WEMBLEY AVE",-93.658788,42.060342,329
"330",528118010,2376,325300,60,"RL",101,14215,"Pave","","IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",380,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1158,1158,"GasA","Ex","Y","SBrkr",1158,1218,0,0,0,3,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",2005,"RFn",3,853,"TA","TA","Y",240,154,0,0,0,0,"","","",0,11,2006,"New","Partial","3335 PRESTON CIR",-93.657118,42.060272,330
"331",528118020,2452,309000,60,"RL",108,13418,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",132,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1117,1117,"GasA","Ex","Y","SBrkr",1132,1320,0,0,0,3,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",2004,"Fin",3,691,"TA","TA","Y",113,32,0,0,0,0,"","","",0,9,2006,"WD ","Normal","3327 PRESTON CIR",-93.657149,42.060271,331
"332",528118030,2748,390000,60,"RL",108,13418,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",270,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1420,"Unf",0,430,1850,"GasA","Ex","Y","SBrkr",1850,898,0,1,0,2,1,4,1,"Ex",9,"Typ",1,"Gd","BuiltIn",2006,"Fin",3,850,"TA","TA","Y",212,182,0,0,0,0,"","","",0,10,2008,"WD ","Abnorml","3317 PRESTON CIR",-93.657188,42.06027,332
"333",528118040,2758,418000,60,"RL",118,13654,"Pave","","IR1","Lvl","AllPub","CulDSac","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2005,2006,"Gable","CompShg","MetalSd","MetalSd","BrkFace",365,"Gd","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",0,1704,1704,"GasA","Ex","Y","SBrkr",1722,1036,0,0,0,2,1,4,1,"Ex",9,"Typ",1,"Ex","BuiltIn",2005,"Fin",3,814,"TA","TA","Y",282,55,0,0,0,0,"","","",0,5,2007,"WD ","Normal","3311 PRESTON CIR",-93.657211,42.06027,333
"334",528118050,2290,500067,20,"RL",59,17169,"Pave","","IR2","Lvl","AllPub","CulDSac","Gtl","NridgHt","Norm","Norm","1Fam","1Story",10,5,2007,2007,"Hip","CompShg","CemntBd","CmentBd","BrkFace",970,"Ex","TA","PConc","Ex","TA","Av","GLQ",1684,"Unf",0,636,2320,"GasA","Ex","Y","SBrkr",2290,0,0,2,0,2,1,2,1,"Ex",7,"Typ",1,"Gd","Attchd",2007,"Fin",3,1174,"TA","TA","Y",192,30,0,0,0,0,"","","",0,8,2007,"New","Partial","3305 PRESTON CIR",-93.657235,42.060269,334
"335",528118090,2790,460000,60,"RL",96,12539,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","PosN","Norm","1Fam","2Story",10,5,2005,2006,"Hip","CompShg","CemntBd","CmentBd","BrkFace",468,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1082,"Unf",0,538,1620,"GasA","Ex","Y","SBrkr",1632,1158,0,1,0,2,1,4,1,"Ex",10,"Typ",1,"Ex","BuiltIn",2005,"Fin",4,1150,"TA","TA","Y",30,200,0,0,192,0,"","","",0,6,2008,"WD ","Normal","3316 PRESTON CIR",-93.656801,42.060427,335
"336",528120010,2152,260116,60,"RL",134,16659,"Pave","","IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1582,1582,"GasA","Ex","Y","SBrkr",1582,570,0,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Detchd",2007,"Unf",2,728,"TA","TA","Y",0,368,0,0,0,0,"","","",0,6,2007,"New","Partial","4120 VALLEY VIEW RD",-93.6554248,42.061133,336
"337",528120020,1717,255500,20,"RL",87,11146,"Pave","","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",250,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1709,1709,"GasA","Ex","Y","SBrkr",1717,0,0,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",3,908,"TA","TA","Y",169,39,0,0,0,0,"","","",0,7,2009,"WD ","Normal","3120 WESTON DR",-93.653152,42.061382,337
"338",528120030,1743,335000,20,"RL",87,10367,"Pave","","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2008,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",284,"Ex","TA","PConc","Ex","TA","Mn","GLQ",1015,"Unf",0,724,1739,"GasA","Ex","Y","SBrkr",1743,0,0,1,0,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2008,"RFn",3,927,"TA","TA","Y",168,45,0,0,0,0,"","","",0,6,2009,"ConLI","Normal","3112 WESTON DR",-93.652884,42.061437,338
"339",528120110,2098,275500,60,"RL",80,10240,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",178,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",0,1030,1030,"GasA","Gd","Y","SBrkr",1038,1060,0,0,0,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2005,"RFn",3,878,"TA","TA","Y",192,52,0,0,0,0,"","","",0,3,2006,"WD ","Normal","3011 BECKLEY ST",-93.653016,42.060835,339
"340",528120120,1698,275000,20,"RL",90,11520,"Pave","","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","PosN","Norm","1Fam","1Story",9,5,2005,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace",615,"Gd","TA","PConc","Ex","TA","No","GLQ",110,"Unf",0,1588,1698,"GasA","Ex","Y","SBrkr",1698,0,0,0,0,2,0,3,1,"Ex",7,"Typ",1,"Gd","Attchd",2005,"Fin",3,730,"TA","TA","Y",192,74,0,0,0,0,"","","",0,6,2010,"WD ","Normal","3019 BECKLEY ST",-93.65332,42.0608079,340
