,PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageArea,PavedDrive,OurdoorSpace,MoSold,YrSold,YrMoSold,AgeSold,SaleCondition,Longitude,Latitude,nghbr_Blueste,nghbr_BrDale,nghbr_BrkSide,nghbr_ClearCr,nghbr_CollgCr,nghbr_Crawfor,nghbr_Edwards,nghbr_Gilbert,nghbr_Greens,nghbr_GrnHill,nghbr_IDOTRR,nghbr_Landmrk,nghbr_MeadowV,nghbr_Mitchel,nghbr_NAmes,nghbr_NPkVill,nghbr_NWAmes,nghbr_NoRidge,nghbr_NridgHt,nghbr_OldTown,nghbr_SWISU,nghbr_Sawyer,nghbr_SawyerW,nghbr_Somerst,nghbr_StoneBr,nghbr_Timber,nghbr_Veenker
623,923203140,1189,160500,120,RM,4500,Reg,Lvl,FR2,TwnhsE,1Story,6,5,1997,1997,BrkFace,197.0,TA,TA,PConc,Ex,TA,No,GLQ,864.0,Unf,0.0,1189.0,Ex,Y,SBrkr,1189,0,2,2,TA,0,Attchd,392.0,Y,122,4,2008,2008.333333,11.33333333,Normal,-93.642862,42.052346,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
624,906230020,2787,269500,90,RL,7939,Reg,Lvl,Inside,Duplex,2Story,7,5,2000,2000,BrkFace,23.0,TA,TA,PConc,Ex,TA,No,GLQ,820.0,Unf,0.0,1168.0,Ex,Y,SBrkr,1168,1619,4,6,TA,2,BuiltIn,820.0,Y,312,10,2009,2009.833333,9.833333333,Normal,-93.642224,42.051429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
625,528218060,1456,170440,60,RL,10237,Reg,Lvl,Inside,1Fam,2Story,6,5,2005,2006,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,728.0,Ex,Y,SBrkr,728,728,2,3,Gd,1,Attchd,390.0,Y,24,2,2006,2006.166667,0.166666667,Partial,-93.642374,42.051426,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,906380040,1651,246500,20,RL,10235,IR1,Lvl,Inside,1Fam,1Story,8,5,2007,2007,Stone,306.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1643.0,Ex,Y,SBrkr,1651,0,2,3,Gd,1,Attchd,870.0,Y,256,9,2007,2007.75,0.75,Partial,-93.642474,42.05142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,528228360,1511,246990,120,RL,2938,Reg,Lvl,Inside,TwnhsE,1Story,7,5,2002,2002,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1038.0,Unf,0.0,1368.0,Ex,Y,SBrkr,1511,0,2,2,Gd,1,Attchd,398.0,Y,160,5,2006,2006.416667,4.416666667,Normal,-93.64357,42.051382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,532377130,1144,131400,20,RL,10000,Reg,Lvl,Corner,1Fam,1Story,5,6,1961,1983,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,594.0,Unf,0.0,864.0,Ex,Y,SBrkr,1144,0,1,3,TA,1,Attchd,264.0,Y,165,3,2009,2009.25,26.25,Normal,-93.643692,42.05138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
629,527256040,2042,455000,20,RL,13870,IR1,HLS,Inside,1Fam,1Story,10,5,2006,2007,BrkFace,250.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1152.0,Unf,0.0,1742.0,Ex,Y,SBrkr,2042,0,2,3,Ex,1,Attchd,724.0,Y,466,10,2007,2007.833333,0.833333333,Partial,-93.643792,42.051377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
630,903400030,816,109000,30,RL,11672,IR2,Lvl,Inside,1Fam,1Story,5,5,1925,1950,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,TA,Y,FuseA,816,0,1,2,TA,0,Detchd,210.0,N,280,7,2006,2006.583333,56.58333333,Normal,-93.642046,42.052267,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,535453200,1148,132500,20,RL,7931,Reg,Lvl,Inside,1Fam,1Story,5,5,1959,1959,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1148.0,Unf,0.0,1148.0,TA,Y,SBrkr,1148,0,1,3,TA,0,Attchd,672.0,Y,0,7,2009,2009.583333,50.58333333,Normal,-93.641651,42.052173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
632,528240080,1936,230500,60,RL,11194,IR1,Lvl,Corner,1Fam,2Story,8,5,2000,2000,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1406.0,Ex,Y,SBrkr,1454,482,2,3,Gd,1,Attchd,504.0,Y,312,11,2006,2006.916667,6.916666667,Normal,-93.641233,42.052146,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,534476320,1050,128900,20,RL,9600,Reg,Lvl,Inside,1Fam,1Story,5,6,1956,1956,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,504.0,Unf,0.0,1050.0,Gd,Y,SBrkr,1050,0,1,2,TA,0,Attchd,338.0,Y,0,6,2009,2009.5,53.5,Normal,-93.640847,42.052122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
634,902125080,1605,107400,50,RM,5790,Reg,Lvl,Corner,1Fam,2Story,3,6,1915,1950,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,840.0,Gd,N,SBrkr,840,765,2,3,TA,0,Detchd,379.0,Y,202,5,2010,2010.416667,60.41666667,Normal,-93.639574,42.051054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
635,528327010,2855,405000,60,RL,9233,IR1,Lvl,Inside,1Fam,2Story,9,5,2000,2000,BrkFace,877.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1182.0,Unf,0.0,1540.0,Ex,Y,SBrkr,1540,1315,2,4,Ex,1,Attchd,774.0,Y,302,3,2006,2006.25,6.25,Normal,-93.641746,42.051414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
636,916455070,1296,220000,20,RL,6853,IR1,Lvl,Inside,1Fam,1Story,8,5,2001,2002,BrkFace,136.0,Gd,TA,PConc,Ex,TA,No,GLQ,1005.0,Unf,0.0,1267.0,Ex,Y,SBrkr,1296,0,2,2,Gd,0,Attchd,471.0,Y,217,6,2009,2009.5,7.5,Normal,-93.643131,42.051247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
637,535350030,1086,144900,20,RL,10200,Reg,Lvl,Inside,1Fam,1Story,5,7,1954,2003,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320.0,BLQ,362.0,1086.0,Gd,Y,SBrkr,1086,0,1,3,TA,0,Attchd,490.0,Y,0,5,2010,2010.416667,7.416666667,Normal,-93.643859,42.051225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
638,905226170,1176,137000,20,RL,13770,Reg,Lvl,Corner,1Fam,1Story,5,6,1958,1998,BrkFace,340.0,TA,TA,CBlock,TA,TA,Mn,Rec,190.0,BLQ,873.0,1158.0,TA,Y,SBrkr,1176,0,1,3,TA,2,Attchd,303.0,Y,0,10,2007,2007.833333,9.833333333,Normal,-93.643977,42.051224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
639,528488140,1218,230348,20,FV,7500,Reg,Lvl,Inside,1Fam,1Story,7,5,2007,2008,Stone,210.0,Gd,TA,PConc,Gd,TA,No,GLQ,902.0,Unf,0.0,1218.0,Ex,Y,SBrkr,1218,0,2,2,Gd,0,Attchd,462.0,Y,336,4,2008,2008.333333,0.333333333,Partial,-93.644018,42.051224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
640,528228580,1500,246578,120,RL,4045,Reg,Lvl,Inside,TwnhsE,1Story,7,5,2006,2006,BrkFace,45.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1070.0,Unf,0.0,1356.0,Ex,Y,SBrkr,1500,0,2,2,Gd,1,Attchd,648.0,Y,181,10,2006,2006.833333,0.833333333,Partial,-93.641501,42.051251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,527453130,1456,149900,160,RL,2280,Reg,Lvl,FR2,Twnhs,2Story,6,6,1975,1975,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,514.0,Unf,0.0,855.0,TA,Y,SBrkr,855,601,2,3,Gd,1,Attchd,440.0,Y,173,6,2010,2010.5,35.5,Normal,-93.639832,42.050895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
642,534127210,1427,183000,80,RL,11104,IR1,Lvl,Inside,1Fam,SLvl,6,6,1969,1969,None,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,828.0,Unf,0.0,1427.0,Gd,Y,SBrkr,1427,0,2,4,TA,0,Attchd,516.0,Y,216,5,2008,2008.416667,39.41666667,Normal,-93.639662,42.050899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
643,531452020,918,99500,120,RL,7892,Reg,Lvl,Inside,TwnhsE,1Story,6,5,1979,1979,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,918.0,TA,Y,SBrkr,918,0,2,2,TA,1,Attchd,264.0,Y,28,4,2010,2010.333333,31.33333333,Normal,-93.69153,42.037557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
644,911175430,480,35311,20,C (all),9000,Reg,Lvl,Inside,1Fam,1Story,2,3,1949,1950,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,50.0,Unf,0.0,480.0,TA,N,FuseA,480,0,0,1,TA,0,Detchd,308.0,Y,0,10,2006,2006.833333,56.83333333,Abnorml,-93.692017,42.037611,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,531452180,1744,194500,60,RL,9453,IR1,Lvl,CulDSac,1Fam,2Story,7,7,1993,2003,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,402.0,Unf,0.0,996.0,Ex,Y,SBrkr,1014,730,2,3,Gd,0,Attchd,457.0,Y,678,2,2010,2010.166667,7.166666667,Normal,-93.692245,42.037636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
646,902300110,1627,139500,190,RM,9142,Reg,Lvl,Inside,2fmCon,2Story,5,5,1900,2006,None,0.0,TA,Fa,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,797.0,TA,N,FuseA,830,797,2,4,TA,0,Detchd,420.0,N,252,2,2008,2008.166667,2.166666667,Normal,-93.692472,42.037661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
647,924152030,1797,231000,60,RL,12961,Reg,Lvl,Inside,1Fam,2Story,6,5,1993,1994,None,0.0,Gd,Gd,PConc,Gd,TA,Mn,GLQ,944.0,Unf,0.0,1152.0,Ex,Y,SBrkr,1152,645,2,3,Gd,1,Attchd,616.0,Y,474,3,2010,2010.25,16.25,Normal,-93.692497,42.037836,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
648,902110120,1951,111500,190,RM,7745,Reg,Lvl,Inside,2fmCon,1.5Fin,4,6,1900,1950,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,938.0,Gd,N,SBrkr,1084,867,2,4,Fa,0,Detchd,576.0,P,34,4,2006,2006.333333,56.33333333,Normal,-93.692575,42.037843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
649,528439080,1506,249000,20,RL,8251,Reg,Lvl,Inside,1Fam,1Story,7,5,2005,2006,BrkFace,143.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,778.0,Unf,0.0,1494.0,Ex,Y,SBrkr,1506,0,2,3,Gd,1,Attchd,672.0,Y,227,4,2007,2007.333333,1.333333333,Normal,-93.692309,42.036255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
650,908151040,1117,147000,80,RL,9638,IR1,Lvl,CulDSac,1Fam,SLvl,6,6,1977,1977,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,368.0,Rec,120.0,1029.0,TA,Y,SBrkr,1117,0,1,3,TA,1,Attchd,542.0,Y,292,11,2008,2008.916667,31.91666667,Normal,-93.69143,42.036001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,528390020,1987,301500,20,RL,14303,IR1,Lvl,Corner,1Fam,1Story,8,5,1994,1994,BrkFace,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1314.0,Unf,0.0,1986.0,Ex,Y,SBrkr,1987,0,2,2,Gd,1,Attchd,691.0,Y,298,8,2008,2008.666667,14.66666667,Normal,-93.691506,42.036011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
652,531453140,884,144000,85,RL,9180,IR1,Lvl,CulDSac,1Fam,SFoyer,5,7,1983,1983,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,747.0,LwQ,93.0,840.0,Gd,Y,SBrkr,884,0,1,2,Gd,0,Attchd,504.0,Y,240,12,2007,2008.0,25.0,Normal,-93.692412,42.036113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
653,905226110,1721,145000,190,RL,10532,Reg,Lvl,Corner,1Fam,1Story,5,3,1960,1960,Stone,275.0,TA,TA,CBlock,TA,TA,Mn,Rec,988.0,Unf,0.0,988.0,Gd,Y,SBrkr,1721,0,2,3,TA,2,Basment,626.0,Y,134,12,2008,2009.0,49.0,Abnorml,-93.691707,42.035282,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,531363080,1142,139500,20,RL,7733,IR1,Lvl,Inside,1Fam,1Story,6,5,2005,2005,None,0.0,TA,TA,PConc,TA,TA,Mn,GLQ,24.0,Unf,0.0,1142.0,Ex,Y,SBrkr,1142,0,1,3,Gd,0,,0.0,Y,54,1,2006,2006.083333,1.083333333,Normal,-93.692431,42.035271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
655,527450520,987,100500,160,RM,1890,Reg,Lvl,Inside,Twnhs,2Story,6,6,1972,1972,BrkFace,422.0,TA,TA,CBlock,TA,TA,No,LwQ,483.0,Unf,0.0,483.0,Gd,Y,SBrkr,483,504,1,2,TA,0,Detchd,352.0,Y,411,4,2008,2008.333333,36.33333333,Normal,-93.691695,42.035132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,534252040,1344,144000,20,RL,9503,Reg,Lvl,Inside,1Fam,1Story,5,5,1958,1983,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,457.0,Rec,374.0,1024.0,TA,Y,SBrkr,1344,0,1,2,TA,1,Detchd,484.0,Y,344,6,2007,2007.5,24.5,Normal,-93.691868,42.037923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
657,527453140,1055,123000,120,RL,2280,Reg,Lvl,FR2,Twnhs,1Story,7,5,1975,1975,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,435.0,LwQ,622.0,1057.0,TA,Y,SBrkr,1055,0,2,2,TA,1,Attchd,440.0,Y,27,8,2009,2009.666667,34.66666667,Normal,-93.691836,42.037918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
658,531385020,1434,189000,20,RL,8529,IR1,Lvl,Inside,1Fam,1Story,7,5,2001,2001,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,20.0,Unf,0.0,1454.0,Ex,Y,SBrkr,1434,0,2,3,Gd,1,Attchd,527.0,Y,329,4,2009,2009.333333,8.333333333,Normal,-93.691754,42.037911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
659,534151175,2495,243500,60,RL,10791,Reg,Lvl,Inside,1Fam,2Story,6,5,1993,1993,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1137.0,Unf,0.0,1280.0,Ex,Y,SBrkr,1280,1215,2,4,Gd,1,Attchd,660.0,Y,256,3,2010,2010.25,17.25,Normal,-93.691068,42.038127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
660,914452060,1664,145000,90,RL,8385,Reg,Lvl,Inside,Duplex,1Story,6,5,1978,1978,None,0.0,TA,TA,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,1664.0,TA,Y,SBrkr,1664,0,2,4,TA,0,2Types,616.0,Y,0,10,2006,2006.833333,28.83333333,Normal,-93.690959,42.037827,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
661,535426130,2080,135000,60,RL,11606,IR1,HLS,Inside,1Fam,2Story,5,5,1969,1969,BrkFace,192.0,TA,TA,PConc,Gd,TA,Av,Rec,650.0,Unf,0.0,1040.0,TA,Y,SBrkr,1040,1040,1,5,Fa,2,Attchd,504.0,Y,335,9,2007,2007.75,38.75,Family,-93.690761,42.037806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
662,905200220,1092,139000,20,RL,11616,Reg,Lvl,Inside,1Fam,1Story,5,5,1962,1962,BrkFace,116.0,TA,TA,CBlock,TA,TA,No,LwQ,170.0,BLQ,670.0,1092.0,TA,Y,SBrkr,1092,0,1,3,TA,1,Attchd,288.0,Y,164,9,2009,2009.75,47.75,Normal,-93.690364,42.03805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
663,903425280,1396,153575,70,RL,8730,Reg,Lvl,Inside,1Fam,2Story,6,7,1915,2003,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,698.0,Ex,Y,FuseA,698,698,1,3,TA,0,Detchd,384.0,Y,259,7,2007,2007.583333,4.583333333,Normal,-93.690159,42.037756,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,527326130,1126,175000,20,RL,15611,IR1,Lvl,Corner,1Fam,1Story,5,6,1977,1977,None,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,767.0,LwQ,93.0,1126.0,TA,Y,SBrkr,1126,0,2,3,Ex,0,Attchd,540.0,Y,180,3,2008,2008.25,31.25,Abnorml,-93.68912,42.037643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
665,902105110,1432,132000,70,RM,9600,Reg,Lvl,Inside,1Fam,2Story,5,7,1910,2002,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,264.0,Ex,Y,SBrkr,768,664,2,2,TA,0,Detchd,360.0,Y,382,5,2007,2007.416667,5.416666667,Abnorml,-93.691246,42.036525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
666,528477050,2007,310000,60,FV,11003,Reg,Lvl,Inside,1Fam,2Story,10,5,2008,2008,Stone,160.0,Ex,TA,PConc,Ex,TA,Av,GLQ,765.0,Unf,0.0,1017.0,Ex,Y,SBrkr,1026,981,2,3,Ex,1,Attchd,812.0,Y,220,4,2009,2009.333333,1.333333333,Normal,-93.691246,42.036605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
667,909282130,1112,144800,20,RL,9100,Reg,Lvl,Inside,1Fam,1Story,5,6,1954,1954,None,0.0,TA,Gd,BrkTil,TA,TA,Mn,Rec,154.0,ALQ,694.0,1112.0,Ex,Y,SBrkr,1112,0,1,2,TA,1,Attchd,390.0,Y,0,10,2009,2009.833333,55.83333333,Family,-93.691247,42.03718,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,534402170,2140,177500,60,RL,8970,IR1,Lvl,Corner,1Fam,2Story,5,6,1965,1965,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,388.0,Unf,0.0,744.0,TA,Y,SBrkr,825,1315,2,4,TA,1,Attchd,549.0,Y,304,6,2009,2009.5,44.5,Normal,-93.691244,42.03722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
669,528228340,1456,215000,120,RL,3196,Reg,Lvl,Inside,TwnhsE,1Story,8,5,2003,2003,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,1273.0,Ex,Y,SBrkr,1456,0,2,2,Gd,1,Attchd,400.0,Y,163,5,2006,2006.416667,3.416666667,Normal,-93.69124,42.037258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,911128180,1128,68400,50,C (all),7500,Reg,Lvl,Inside,1Fam,1.5Fin,4,4,1920,1950,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,698.0,TA,Y,FuseA,698,430,1,2,TA,0,Detchd,528.0,Y,194,4,2010,2010.333333,60.33333333,Abnorml,-93.690402,42.037434,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,527404020,1180,128000,20,RL,7830,IR1,Lvl,Inside,1Fam,1Story,5,5,1970,1970,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1180.0,TA,Y,SBrkr,1180,0,1,2,TA,0,Attchd,477.0,Y,45,3,2009,2009.25,39.25,Normal,-93.689021,42.036849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
672,908103350,1096,125200,80,RL,6305,Reg,Lvl,Inside,1Fam,SLvl,6,6,1975,1975,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,528.0,Unf,0.0,1008.0,TA,Y,SBrkr,1096,0,1,3,TA,1,Detchd,352.0,Y,0,6,2010,2010.5,35.5,Normal,-93.689136,42.036852,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,527126030,1652,251000,120,RL,5330,Reg,Lvl,Inside,TwnhsE,1Story,8,5,2000,2000,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1196.0,Unf,0.0,1494.0,Ex,Y,SBrkr,1652,0,2,2,Ex,0,Attchd,499.0,Y,144,8,2007,2007.666667,7.666666667,Normal,-93.68981,42.036026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
674,916475040,1838,315000,20,RL,14601,Reg,Lvl,Inside,1Fam,1Story,9,5,2006,2006,BrkFace,584.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1260.0,Unf,0.0,1838.0,Ex,Y,SBrkr,1838,0,2,2,Ex,1,Attchd,765.0,Y,338,3,2009,2009.25,3.25,Normal,-93.689026,42.036028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
675,905452110,1531,127000,50,RL,9350,Reg,Bnk,Inside,1Fam,1.5Fin,4,6,1947,1979,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,192.0,Unf,0.0,756.0,Ex,Y,SBrkr,1169,0,1,3,TA,1,Detchd,209.0,Y,0,6,2010,2010.5,31.5,Normal,-93.69139,42.03607,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,533208020,1352,194000,120,FV,3606,Reg,Lvl,Inside,TwnhsE,1Story,7,5,2006,2007,None,0.0,Gd,TA,PConc,Ex,Gd,No,GLQ,937.0,Unf,0.0,1352.0,Ex,Y,SBrkr,1352,0,2,2,Gd,1,Attchd,466.0,Y,241,8,2007,2007.666667,0.666666667,Partial,-93.689769,42.035875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
677,902103120,1944,103500,90,RM,10307,Reg,Lvl,Inside,Duplex,2Story,6,5,1910,1950,None,0.0,TA,TA,CBlock,TA,TA,Mn,LwQ,633.0,Unf,0.0,972.0,Gd,N,FuseA,972,972,2,4,TA,0,Detchd,324.0,N,197,6,2009,2009.5,59.5,Normal,-93.689024,42.035878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
678,527359180,1868,197500,60,RL,10304,IR1,Lvl,CulDSac,1Fam,2Story,5,7,1976,1976,BrkFace,44.0,TA,Gd,CBlock,TA,TA,No,ALQ,381.0,Unf,0.0,780.0,Ex,Y,SBrkr,1088,780,2,4,Gd,1,Attchd,484.0,Y,544,10,2009,2009.833333,33.83333333,Normal,-93.688981,42.035878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
679,535475020,1796,140000,60,RL,7056,Reg,Lvl,Inside,1Fam,2Story,6,5,1963,1963,BrkFace,415.0,TA,TA,CBlock,TA,TA,No,BLQ,400.0,Unf,0.0,780.0,TA,Y,SBrkr,983,813,1,4,TA,1,Attchd,483.0,Y,50,10,2008,2008.833333,45.83333333,Normal,-93.689801,42.034988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
680,909129100,1520,159434,50,RH,4500,IR2,Bnk,Inside,1Fam,1.5Fin,5,5,1932,2000,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,182.0,Unf,0.0,793.0,Ex,Y,SBrkr,848,672,1,3,TA,0,Detchd,281.0,Y,56,7,2009,2009.583333,9.583333333,Abnorml,-93.689767,42.035259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
