PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageArea,PavedDrive,OurdoorSpace,MoSold,YrSold,YrMoSold,AgeSold,SaleCondition,Longitude,Latitude,cluster
906392120,1590,294900,20,RL,11645,Reg,Lvl,Inside,CollgCr,1Fam,1Story,8,5,2005,2006,BrkFace,198.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1122.0,Unf,0.0,1570.0,Ex,Y,SBrkr,1590,0,2,2,Ex,0,Attchd,754.0,Y,256,8,2006,2006.666667,0.666666667,Partial,-93.630231,42.051074,0
903484080,1484,50000,50,RM,10320,Reg,Lvl,Corner,IDOTRR,1Fam,1.5Fin,4,1,1910,1950,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,771.0,Fa,Y,SBrkr,866,504,2,3,TA,0,Detchd,264.0,N,309,9,2007,2007.75,57.75,Abnorml,-93.626544,42.056306,0
527301320,2353,260000,60,RL,13005,IR1,Lvl,Corner,NWAmes,1Fam,2Story,7,7,1980,1980,BrkFace,278.0,Gd,TA,CBlock,Gd,TA,No,GLQ,692.0,Unf,0.0,845.0,TA,Y,SBrkr,1153,1200,2,4,Ex,1,Attchd,484.0,Y,483,8,2009,2009.666667,29.66666667,Normal,-93.625856,42.056398,0
527140090,1337,180000,120,RL,5395,IR1,HLS,Inside,StoneBr,TwnhsE,1Story,8,5,1993,1993,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,733.0,Unf,0.0,1337.0,Gd,Y,SBrkr,1337,0,2,2,Gd,1,Attchd,462.0,Y,334,10,2008,2008.833333,15.83333333,Normal,-93.627875,42.05539,0
909428170,1898,236500,20,RL,26073,IR1,Lvl,CulDSac,Crawfor,1Fam,1Story,5,5,1956,1956,None,0.0,TA,TA,PConc,TA,TA,No,Rec,1116.0,Unf,0.0,1898.0,Ex,Y,FuseA,1898,0,2,3,TA,2,Attchd,484.0,Y,275,4,2008,2008.333333,52.33333333,Normal,-93.627736,42.055392,0
905228050,660,63900,20,RL,9000,Reg,Lvl,Corner,Sawyer,1Fam,1Story,2,2,1947,1950,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,Fa,N,SBrkr,660,0,1,2,Fa,0,,0.0,N,100,6,2009,2009.5,59.5,Normal,-93.626511,42.055304,0
533234020,1789,223000,60,FV,10646,IR1,Lvl,Corner,Somerst,1Fam,2Story,7,5,2001,2001,BrkFace,513.0,TA,TA,PConc,TA,TA,No,GLQ,681.0,Unf,0.0,858.0,Ex,Y,SBrkr,872,917,2,3,TA,1,Attchd,546.0,Y,0,6,2008,2008.5,7.5,Normal,-93.626331,42.055264,0
533212100,1200,151000,160,FV,3180,Reg,Lvl,Inside,Somerst,TwnhsE,2Story,7,5,2005,2005,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,Ex,Y,SBrkr,520,600,2,2,Gd,0,Detchd,480.0,Y,166,6,2006,2006.5,1.5,Normal,-93.626231,42.055147,0
534475185,1505,149500,20,RL,12160,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,4,1953,1953,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,1024.0,Unf,0.0,1505.0,Ex,Y,SBrkr,1505,0,1,2,TA,1,Attchd,505.0,Y,162,2,2009,2009.166667,56.16666667,Normal,-93.626554,42.054626,0
905452150,1609,149900,50,RL,9525,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,6,5,1953,1953,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,468.0,Unf,0.0,1000.0,TA,Y,SBrkr,1068,541,1,5,TA,0,Attchd,305.0,Y,0,7,2006,2006.583333,53.58333333,Normal,-93.626565,42.054603,0
528176010,2696,500000,20,RL,14300,Reg,HLS,Inside,NridgHt,1Fam,1Story,9,5,2003,2004,BrkFace,1095.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1373.0,Unf,0.0,2846.0,Ex,Y,SBrkr,2696,0,2,3,Ex,2,Attchd,958.0,Y,370,6,2010,2010.5,6.5,Normal,-93.626537,42.054592,0
535450160,1040,92900,90,RL,8544,Reg,Lvl,Corner,NAmes,Duplex,1Story,3,4,1950,1950,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,Fa,N,FuseA,1040,0,2,2,TA,0,Detchd,400.0,Y,0,6,2009,2009.5,59.5,Normal,-93.628806,42.055227,0
533215040,1419,290000,120,FV,4385,IR1,Lvl,Inside,Somerst,TwnhsE,1Story,9,5,2001,2001,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,964.0,Unf,0.0,1419.0,Ex,Y,SBrkr,1419,0,1,2,Ex,1,Attchd,588.0,Y,213,9,2008,2008.75,7.75,Normal,-93.628707,42.055228,0
528104010,2122,345474,20,RL,14333,Reg,Lvl,Corner,NridgHt,1Fam,1Story,8,5,2007,2007,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518.0,Unf,0.0,2108.0,Ex,Y,SBrkr,2122,0,2,2,Gd,1,Attchd,938.0,Y,272,11,2007,2007.916667,0.916666667,Partial,-93.627981,42.05446,0
535325090,925,127000,20,RL,8540,Reg,Lvl,Corner,NAmes,1Fam,1Story,5,8,1956,2003,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,114.0,ALQ,691.0,925.0,TA,Y,SBrkr,925,0,1,3,Gd,0,Detchd,252.0,Y,152,6,2007,2007.5,4.5,Normal,-93.629118,42.053407,0
909250210,1522,102000,50,RL,6000,Reg,Lvl,Inside,SWISU,1Fam,1.5Fin,5,5,1926,1950,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1008.0,Ex,Y,SBrkr,1008,0,2,4,TA,0,,0.0,P,138,6,2006,2006.5,56.5,Normal,-93.630208,42.054328,0
527325110,1969,190000,60,RL,11952,Reg,Lvl,Inside,NWAmes,1Fam,2Story,7,6,1977,1977,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,808.0,TA,Y,SBrkr,1161,808,2,3,TA,1,Attchd,534.0,Y,276,11,2007,2007.916667,30.91666667,Normal,-93.626603,42.055184,0
910202030,816,75200,30,RM,3672,Reg,Lvl,Inside,IDOTRR,1Fam,1Story,5,7,1922,1950,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,Ex,Y,SBrkr,816,0,1,2,TA,0,Detchd,100.0,N,96,9,2007,2007.75,57.75,Normal,-93.62655,42.055154,0
535175180,1206,108538,20,RL,10725,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,1959,1959,BrkFace,91.0,TA,TA,CBlock,TA,TA,No,Rec,936.0,Unf,0.0,1206.0,Fa,Y,SBrkr,1206,0,1,3,TA,0,Attchd,312.0,Y,21,5,2010,2010.416667,51.41666667,Normal,-93.626722,42.054612,0
534202160,1232,142250,20,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1966,1966,BrkFace,172.0,TA,TA,CBlock,TA,TA,No,Rec,698.0,Unf,0.0,1232.0,TA,Y,SBrkr,1232,0,1,3,TA,0,Attchd,490.0,Y,224,4,2010,2010.333333,44.33333333,Normal,-93.627112,42.053547,0
916403020,1339,180000,20,RL,8049,IR1,Lvl,CulDSac,Timber,1Fam,1Story,7,5,1990,1990,BrkFace,54.0,TA,TA,CBlock,Gd,TA,No,ALQ,1053.0,Unf,0.0,1309.0,TA,Y,SBrkr,1339,0,2,2,TA,1,Attchd,484.0,Y,148,7,2006,2006.583333,16.58333333,Normal,-93.627112,42.053395,0
535354100,972,132000,20,RL,8000,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,6,1948,2002,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,680.0,Unf,0.0,972.0,Ex,Y,SBrkr,972,0,1,2,TA,1,Detchd,240.0,Y,0,5,2009,2009.416667,7.416666667,Normal,-93.628047,42.05346,0
905227050,1350,152400,50,RL,8375,Reg,Lvl,Corner,Sawyer,1Fam,1.5Fin,5,7,1941,1973,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,336.0,Unf,0.0,576.0,Gd,Y,SBrkr,864,486,1,2,Gd,0,2Types,627.0,N,0,6,2008,2008.5,35.5,Normal,-93.62805,42.053503,0
534451020,670,64000,50,RL,3500,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,3,5,1945,1950,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,144.0,Unf,0.0,370.0,TA,N,FuseA,442,228,1,2,Fa,0,,0.0,N,21,7,2007,2007.583333,57.58333333,Normal,-93.627849,42.054385,0
533120030,2810,302000,60,RL,9572,IR1,Lvl,Inside,NoRidge,1Fam,2Story,8,5,1990,1990,BrkFace,336.0,Gd,TA,PConc,Ex,TA,No,GLQ,482.0,Unf,0.0,1453.0,Ex,Y,SBrkr,1453,1357,2,4,Gd,1,Attchd,750.0,Y,500,6,2007,2007.5,17.5,Normal,-93.627037,42.05337,0
905352010,1522,182000,20,RL,11075,Reg,Lvl,Corner,ClearCr,1Fam,1Story,6,5,1984,1984,BrkFace,136.0,TA,TA,PConc,Gd,TA,No,BLQ,299.0,LwQ,891.0,1190.0,Ex,Y,SBrkr,1522,0,2,3,TA,1,Attchd,552.0,Y,245,2,2007,2007.166667,23.16666667,Normal,-93.625657,42.053306,0
905108220,860,137000,85,RL,8740,IR1,Lvl,Inside,Sawyer,1Fam,SFoyer,5,6,1982,1982,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,672.0,Unf,0.0,840.0,TA,Y,SBrkr,860,0,1,2,TA,0,Detchd,528.0,Y,0,7,2009,2009.583333,27.58333333,Normal,-93.625542,42.053307,0
527165170,1642,168000,60,RL,7655,IR1,Lvl,CulDSac,Gilbert,1Fam,2Story,6,5,1993,1994,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,903.0,Gd,Y,SBrkr,910,732,2,3,TA,1,Attchd,392.0,Y,374,7,2007,2007.583333,13.58333333,Normal,-93.6247461,42.0562952,0
535353190,1458,97500,50,RL,17503,Reg,Lvl,Inside,NAmes,1Fam,1.5Fin,6,5,1948,1950,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,912.0,TA,Y,SBrkr,912,546,1,3,TA,1,Attchd,330.0,Y,192,1,2010,2010.083333,60.08333333,Abnorml,-93.624265,42.0564348,0
528315070,1976,286000,60,RL,9660,IR1,Lvl,Inside,NoRidge,1Fam,2Story,8,5,1998,1998,BrkFace,242.0,Gd,TA,PConc,Gd,TA,No,GLQ,791.0,Unf,0.0,1044.0,Ex,Y,SBrkr,1079,897,2,3,Gd,1,Attchd,885.0,Y,241,2,2006,2006.166667,8.166666667,Normal,-93.6234986,42.0564419,0
903232060,995,115000,30,RM,6120,Reg,Lvl,Inside,BrkSide,1Fam,1Story,5,6,1925,1999,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,960.0,Gd,Y,SBrkr,995,0,1,2,TA,0,Detchd,264.0,Y,66,3,2009,2009.25,10.25,Abnorml,-93.622769,42.056375,0
906204180,2559,209000,60,RL,12128,IR1,Bnk,Inside,SawyerW,1Fam,2Story,6,4,1989,1989,BrkFace,232.0,Gd,TA,CBlock,Gd,TA,No,ALQ,549.0,Unf,0.0,868.0,Ex,Y,SBrkr,1313,1246,2,4,Ex,1,Attchd,506.0,Y,413,11,2006,2006.916667,17.91666667,Abnorml,-93.6223289,42.056461,0
906475110,2087,187500,60,RL,12205,IR1,Low,Inside,ClearCr,1Fam,2Story,6,8,1966,2007,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,568.0,Unf,0.0,832.0,Gd,Y,SBrkr,976,1111,2,5,Gd,0,Attchd,444.0,Y,301,7,2007,2007.583333,0.583333333,Normal,-93.621646,42.056395,0
906223040,1958,220000,60,RL,9317,Reg,Lvl,Inside,SawyerW,1Fam,2Story,7,5,1994,2001,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,497.0,Unf,0.0,779.0,Ex,Y,SBrkr,1029,929,2,3,Gd,1,Attchd,499.0,Y,295,7,2007,2007.583333,6.583333333,Normal,-93.624798,42.05467,0
909253190,790,91000,30,RL,6292,Reg,Bnk,Inside,SWISU,1Fam,1Story,6,5,1930,1950,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,384.0,Unf,0.0,768.0,TA,N,SBrkr,790,0,1,2,TA,0,Detchd,160.0,Y,141,4,2008,2008.333333,58.33333333,Normal,-93.624798,42.054789,0
923400150,974,93500,20,RL,10712,Reg,Lvl,Inside,Mitchel,1Fam,1Story,5,5,1991,1992,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,212.0,Unf,0.0,974.0,TA,Y,SBrkr,974,0,1,3,TA,0,,0.0,Y,28,9,2007,2007.75,15.75,Abnorml,-93.624431,42.055319,0
923226290,1092,79400,160,RM,1484,Reg,Lvl,Inside,MeadowV,TwnhsE,2Story,4,4,1972,1972,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,252.0,Unf,0.0,546.0,TA,Y,SBrkr,546,546,1,3,TA,0,Attchd,253.0,Y,0,5,2006,2006.416667,34.41666667,Normal,-93.624411,42.055319,0
909282020,2320,259500,70,RL,7259,IR1,Lvl,Inside,Crawfor,1Fam,2Story,6,8,1945,2002,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,774.0,LwQ,150.0,1028.0,Ex,Y,SBrkr,1436,884,2,3,Gd,1,Detchd,180.0,Y,224,7,2007,2007.583333,5.583333333,Normal,-93.624373,42.055318,0
528110110,2464,417500,20,RL,13693,Reg,Lvl,Inside,NridgHt,1Fam,1Story,8,5,2007,2007,Stone,554.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1728.0,BLQ,495.0,2418.0,Ex,Y,SBrkr,2464,0,2,4,Ex,1,Attchd,650.0,Y,436,8,2008,2008.666667,1.666666667,Normal,-93.629906,42.052655,0
534479320,1268,132000,20,RL,7800,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,6,1954,1954,BrkFace,200.0,TA,TA,PConc,TA,TA,No,LwQ,540.0,Unf,0.0,1268.0,Gd,Y,SBrkr,1268,0,1,2,TA,1,Attchd,244.0,Y,98,3,2010,2010.25,56.25,Normal,-93.629747,42.052669,0
528150110,2956,342000,60,RL,13069,IR1,Lvl,Inside,NridgHt,1Fam,2Story,8,5,2004,2004,BrkFace,502.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1706.0,Ex,Y,SBrkr,1718,1238,2,5,Ex,1,BuiltIn,916.0,Y,244,8,2007,2007.666667,3.666666667,Normal,-93.6292319,42.0524739,0
906380160,1240,194000,20,RL,8556,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2006,2006,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1240.0,Ex,Y,SBrkr,1240,0,2,2,Gd,0,Attchd,826.0,Y,233,5,2007,2007.416667,1.416666667,Normal,-93.628971,42.052794,0
911370460,1625,235000,120,RM,4750,IR1,HLS,Inside,Crawfor,TwnhsE,1Story,8,5,2006,2007,Stone,481.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1573.0,Unf,0.0,1573.0,Ex,Y,SBrkr,1625,0,2,2,Gd,1,Attchd,538.0,Y,276,12,2007,2008.0,1.0,Family,-93.628656,42.052698,0
535477090,1117,136870,20,RL,7590,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1963,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1117.0,Ex,Y,SBrkr,1117,0,1,3,TA,0,Attchd,264.0,Y,0,5,2008,2008.416667,45.41666667,Normal,-93.627932,42.0527019,0
534478230,1113,147000,20,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,7,1950,2007,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,607.0,Unf,0.0,1113.0,Gd,Y,SBrkr,1113,0,1,3,Gd,1,Attchd,264.0,Y,200,7,2009,2009.583333,2.583333333,Normal,-93.627855,42.052696,0
906426060,2144,277000,50,RL,159000,IR2,Low,CulDSac,ClearCr,1Fam,1.5Fin,6,7,1958,2006,BrkCmn,472.0,Gd,TA,CBlock,Gd,TA,Gd,Rec,697.0,Unf,0.0,1444.0,Gd,Y,SBrkr,1444,700,2,4,Gd,2,Attchd,389.0,Y,98,6,2007,2007.5,1.5,Normal,-93.627629,42.052755,0
528235190,1598,201490,60,RL,9171,IR1,Lvl,Inside,Gilbert,1Fam,2Story,7,5,2004,2005,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,848.0,Ex,Y,SBrkr,848,750,2,3,Gd,1,Attchd,433.0,Y,148,7,2006,2006.583333,1.583333333,Normal,-93.627396,42.052758,0
923225440,1112,85000,160,RM,2592,Reg,Lvl,Inside,MeadowV,TwnhsE,2Story,5,3,1976,1976,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,129.0,BLQ,232.0,536.0,TA,Y,SBrkr,536,576,1,3,TA,0,Attchd,336.0,Y,182,4,2010,2010.333333,34.33333333,Normal,-93.627103,42.051798,0
923276030,833,149900,20,RL,12887,Reg,Lvl,Inside,Mitchel,1Fam,1Story,5,7,1984,1984,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,207.0,GLQ,590.0,833.0,TA,Y,SBrkr,833,0,1,2,Gd,0,Attchd,495.0,Y,431,4,2010,2010.333333,26.33333333,Normal,-93.627114,42.051479,0
909425060,1564,174500,70,RL,12000,Reg,Bnk,Inside,Crawfor,1Fam,2Story,7,7,1941,1950,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,275.0,Unf,0.0,704.0,Ex,Y,SBrkr,860,704,1,3,Fa,1,Attchd,234.0,Y,0,7,2009,2009.583333,59.58333333,Normal,-93.629777,42.052294,0
902332030,2291,133900,190,C (all),7200,Reg,Lvl,Corner,OldTown,2fmCon,2.5Unf,6,6,1910,1998,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046.0,Unf,0.0,1214.0,Ex,N,SBrkr,1260,1031,2,4,TA,1,Detchd,506.0,Y,99,11,2007,2007.916667,9.916666667,Normal,-93.629462,42.052332,0
528188060,1626,173000,160,RL,2268,Reg,Lvl,Inside,NridgHt,Twnhs,2Story,7,5,2003,2004,Stone,106.0,Gd,TA,PConc,Gd,TA,No,GLQ,567.0,Unf,0.0,764.0,Ex,Y,SBrkr,764,862,2,2,Gd,0,BuiltIn,474.0,Y,27,7,2009,2009.583333,5.583333333,Normal,-93.628119,42.052338,0
527105140,1733,225000,60,RL,12394,IR1,Lvl,Corner,Gilbert,1Fam,2Story,7,5,2003,2003,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,847.0,Ex,Y,SBrkr,847,886,2,3,Gd,1,BuiltIn,433.0,Y,148,10,2007,2007.833333,4.833333333,Family,-93.627242,42.051833,0
535477150,894,109500,20,RL,6600,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1962,1962,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,894.0,Gd,N,SBrkr,894,0,1,2,TA,0,Detchd,308.0,Y,0,8,2009,2009.666667,47.66666667,Normal,-93.627271,42.051835,0
535327210,1384,159000,20,RL,13300,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1956,2001,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,494.0,Unf,0.0,1015.0,Gd,Y,SBrkr,1384,0,1,2,TA,0,Attchd,896.0,Y,398,6,2006,2006.5,5.5,Normal,-93.62765,42.051678,0
533213070,1501,179400,160,FV,2280,Reg,Lvl,Inside,Somerst,Twnhs,2Story,7,5,1999,1999,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,549.0,Unf,0.0,744.0,Gd,Y,SBrkr,757,744,2,3,TA,0,Detchd,440.0,Y,0,8,2008,2008.666667,9.666666667,Normal,-93.627565,42.051683,0
904100100,2267,219000,70,RL,12888,Reg,Bnk,Inside,Sawyer,1Fam,2Story,7,8,1937,1980,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,288.0,Unf,0.0,1005.0,TA,Y,SBrkr,1262,1005,1,3,TA,2,Attchd,498.0,Y,521,4,2007,2007.333333,27.33333333,Normal,-93.627536,42.051684,0
528188120,1626,175500,160,RL,2628,Reg,Lvl,Inside,NridgHt,Twnhs,2Story,7,5,2003,2003,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,764.0,Ex,Y,SBrkr,764,862,2,2,Gd,0,BuiltIn,474.0,Y,27,6,2010,2010.5,7.5,Normal,-93.627366,42.051691,0
528480180,1584,261329,20,FV,10440,Reg,Lvl,Corner,Somerst,1Fam,1Story,8,5,2007,2007,None,0.0,Ex,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1574.0,Ex,Y,SBrkr,1584,0,2,2,Ex,1,Attchd,594.0,Y,256,5,2007,2007.416667,0.416666667,Partial,-93.627309,42.051687,0
528114040,1950,383000,20,RL,14418,IR1,Lvl,Inside,NridgHt,1Fam,1Story,9,5,2007,2007,BrkFace,480.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1375.0,Unf,0.0,1950.0,Ex,Y,SBrkr,1950,0,2,2,Ex,1,Attchd,706.0,Y,363,5,2008,2008.416667,1.416666667,Normal,-93.62728,42.051685,0
528235020,1515,179000,60,RL,9024,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2004,2004,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,789.0,Ex,Y,SBrkr,813,702,2,3,Gd,1,Attchd,393.0,Y,75,7,2008,2008.583333,4.583333333,Normal,-93.629877,42.051672,0
908275110,1560,103500,20,RL,11767,Reg,Lvl,Inside,Edwards,1Fam,1Story,5,5,1956,1956,BrkFace,259.0,TA,TA,CBlock,TA,TA,No,Rec,546.0,Unf,0.0,1150.0,Ex,Y,SBrkr,1560,0,1,2,TA,1,Attchd,313.0,Y,0,5,2009,2009.416667,53.41666667,Normal,-93.629846,42.051673,0
905103140,1320,164500,80,RL,11777,IR1,Lvl,Inside,Sawyer,1Fam,SLvl,5,6,1966,1966,BrkFace,97.0,TA,TA,CBlock,TA,TA,Av,LwQ,328.0,ALQ,551.0,1164.0,Ex,Y,SBrkr,1320,0,1,3,TA,2,Attchd,564.0,Y,468,5,2006,2006.416667,40.41666667,Abnorml,-93.629516,42.051664,0
902402260,1086,55000,70,RM,11340,Reg,Lvl,Inside,OldTown,1Fam,2Story,2,1,1920,1950,None,0.0,Fa,Fa,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,723.0,TA,N,SBrkr,723,363,1,2,TA,0,Detchd,400.0,N,168,11,2008,2008.916667,58.91666667,Normal,-93.629456,42.051661,0
528235200,1374,170000,80,RL,9434,IR1,Lvl,Inside,Gilbert,1Fam,SLvl,7,5,2004,2005,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,384.0,Ex,Y,SBrkr,744,630,2,3,Gd,1,BuiltIn,400.0,Y,100,8,2009,2009.666667,4.666666667,Normal,-93.629425,42.051659,0
528181060,1554,209500,120,RL,4590,Reg,Lvl,Inside,NridgHt,Twnhs,1Story,8,5,2006,2006,Stone,108.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,Unf,0.0,1554.0,Ex,Y,SBrkr,1554,0,2,2,Gd,1,Attchd,627.0,Y,229,8,2007,2007.666667,1.666666667,Normal,-93.629851,42.051823,0
923275200,816,124500,20,RL,8314,Reg,Lvl,Corner,Mitchel,1Fam,1Story,5,7,1982,1982,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,546.0,Unf,0.0,816.0,TA,Y,SBrkr,816,0,1,2,TA,0,Attchd,264.0,Y,168,6,2007,2007.5,25.5,Normal,-93.629881,42.051822,0
903451110,1108,139400,45,RM,7449,Reg,Bnk,Inside,IDOTRR,1Fam,1.5Unf,7,7,1930,1950,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,637.0,Ex,Y,FuseF,1108,0,1,3,Gd,1,Attchd,280.0,N,205,6,2007,2007.5,57.5,Normal,-93.627244,42.050615,0
528181040,1368,202665,120,RL,6792,IR1,Lvl,Inside,NridgHt,TwnhsE,1Story,7,5,2005,2006,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1368.0,Ex,Y,SBrkr,1368,0,2,2,Gd,1,Attchd,474.0,Y,167,3,2006,2006.25,0.25,Partial,-93.627169,42.050595,0
908102110,992,155891,20,RL,8842,Reg,Lvl,Corner,Edwards,1Fam,1Story,5,6,1954,1954,None,0.0,TA,Gd,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,381.0,Ex,Y,SBrkr,992,0,1,3,TA,0,Detchd,319.0,Y,116,1,2010,2010.083333,56.08333333,Abnorml,-93.627238,42.050397,0
533217050,1252,160000,160,FV,2160,Reg,Lvl,Inside,Somerst,Twnhs,2Story,7,5,1999,2000,BrkFace,212.0,Gd,TA,PConc,Gd,TA,No,BLQ,510.0,Unf,0.0,600.0,Ex,Y,SBrkr,624,628,2,2,Gd,0,Detchd,462.0,Y,48,3,2008,2008.25,8.25,Normal,-93.627232,42.049672,0
533350090,2944,150000,60,RL,24572,IR1,Lvl,CulDSac,Veenker,1Fam,2Story,9,3,1977,1977,BrkFace,1050.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,410.0,Unf,0.0,994.0,TA,Y,SBrkr,1599,1345,2,3,Gd,1,Attchd,864.0,Y,226,6,2008,2008.5,31.5,Family,-93.628857,42.048947,0
528445070,1830,221300,60,RL,8778,Reg,Lvl,Inside,Somerst,1Fam,2Story,8,5,2006,2006,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1302.0,Ex,Y,SBrkr,1302,528,2,3,Gd,0,BuiltIn,859.0,Y,40,3,2007,2007.25,1.25,Normal,-93.62895,42.048946,0
527212040,2576,361919,60,RL,12438,IR1,Lvl,Inside,StoneBr,1Fam,2Story,8,5,2006,2006,BrkFace,466.0,Ex,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,1234.0,Ex,Y,SBrkr,1264,1312,2,4,Ex,1,BuiltIn,666.0,Y,424,7,2006,2006.583333,0.583333333,Partial,-93.624575,42.05057,0
907200270,1040,134900,20,RL,8982,IR1,Lvl,CulDSac,CollgCr,1Fam,1Story,5,5,1977,1977,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,539.0,Unf,0.0,1040.0,TA,Y,SBrkr,1040,0,1,3,TA,0,Detchd,748.0,Y,0,1,2007,2007.083333,30.08333333,Normal,-93.624729,42.050705,0
908201040,698,118000,20,RL,9405,Reg,Lvl,Inside,Edwards,1Fam,1Story,5,9,1947,2008,None,0.0,TA,Ex,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,698.0,Ex,Y,SBrkr,698,0,1,2,TA,0,,0.0,Y,200,6,2009,2009.5,1.5,Normal,-93.624748,42.050705,0
