PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageArea,PavedDrive,OurdoorSpace,MoSold,YrSold,YrMoSold,AgeSold,SaleCondition
528458080,1792,255000,60,FV,8640,Reg,Lvl,Inside,Somerst,1Fam,2Story,8,5,2007,2007,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,350,Unf,0,896,Ex,Y,SBrkr,896,896,2,3,Gd,0,Attchd,590,Y,280,11,2007,2007.916667,0.916666667,Partial
905101450,1068,154500,20,RL,8414,Reg,Lvl,Inside,Sawyer,1Fam,1Story,6,8,1963,2003,None,0,TA,TA,CBlock,TA,TA,No,GLQ,663,Unf,0,1059,TA,Y,SBrkr,1068,0,1,3,TA,0,Attchd,264,Y,192,2,2006,2006.166667,3.166666667,Normal
914460110,1409,245000,20,RL,12864,IR1,Lvl,CulDSac,Mitchel,1Fam,1Story,7,5,2002,2002,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,1392,Unf,0,1409,Ex,Y,SBrkr,1409,0,1,1,Gd,1,Attchd,576,Y,289,7,2007,2007.583333,5.583333333,Normal
534400290,1313,153000,20,RL,9350,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,6,1961,1995,BrkFace,217,TA,TA,CBlock,TA,TA,No,ALQ,310,BLQ,512,1313,TA,Y,SBrkr,1313,0,1,3,Gd,1,Attchd,610,Y,321,2,2009,2009.166667,14.16666667,Normal
907254020,1852,230000,60,RL,9066,IR1,Lvl,Inside,CollgCr,1Fam,2Story,8,5,1999,2000,BrkFace,320,Gd,TA,PConc,Gd,TA,Mn,GLQ,668,Unf,0,1004,Ex,Y,SBrkr,1004,848,2,3,Gd,2,Attchd,660,Y,330,12,2008,2009,9,Normal
528458030,1372,212700,20,FV,8640,Reg,Lvl,Inside,Somerst,1Fam,1Story,8,5,2007,2008,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1363,Ex,Y,SBrkr,1372,0,2,3,Gd,0,Attchd,588,Y,305,7,2008,2008.583333,0.583333333,Partial
528480060,2078,339750,60,FV,10800,Reg,Lvl,Inside,Somerst,1Fam,2Story,8,5,2007,2008,Stone,100,Gd,TA,PConc,Ex,TA,No,GLQ,789,Unf,0,1034,Ex,Y,SBrkr,1050,1028,2,3,Ex,1,Attchd,836,Y,102,4,2008,2008.333333,0.333333333,Partial
905226050,1416,112000,30,RL,25339,Reg,Lvl,Inside,Sawyer,1Fam,1Story,5,7,1918,2007,None,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,816,Ex,Y,SBrkr,1416,0,2,3,Gd,0,Attchd,576,N,112,8,2007,2007.666667,0.666666667,Normal
528253010,1314,207500,120,RL,5063,Reg,Lvl,Inside,NridgHt,Twnhs,1Story,7,5,2007,2008,Stone,166,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,0,1314,Ex,Y,SBrkr,1314,0,2,2,Gd,1,Attchd,626,Y,234,4,2009,2009.333333,1.333333333,Normal
528228345,1455,195000,120,RL,3940,Reg,Lvl,Inside,Blmngtn,TwnhsE,1Story,7,5,2003,2003,BrkFace,143,Gd,TA,PConc,Gd,TA,Gd,GLQ,1073,Unf,0,1415,Ex,Y,SBrkr,1455,0,2,2,Gd,1,Attchd,644,Y,320,8,2008,2008.666667,5.666666667,Normal
527425140,864,120500,20,RL,9000,Reg,Lvl,FR2,NAmes,1Fam,1Story,4,6,1971,1971,None,0,TA,TA,PConc,TA,TA,No,ALQ,616,Unf,0,864,TA,Y,SBrkr,864,0,1,3,TA,0,Detchd,528,Y,0,5,2007,2007.416667,36.41666667,Normal
907135020,1099,144000,20,RL,9525,Reg,Lvl,Inside,CollgCr,1Fam,1Story,5,6,1995,2006,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1099,Ex,Y,SBrkr,1099,0,1,3,Gd,0,Attchd,352,Y,278,6,2008,2008.5,2.5,Normal
533206040,1143,176400,120,FV,3628,Reg,Lvl,Inside,Somerst,TwnhsE,1Story,7,5,2004,2004,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1143,Ex,Y,SBrkr,1143,0,1,1,Gd,1,Attchd,588,Y,191,5,2006,2006.416667,2.416666667,Normal
535181140,1411,130000,20,RL,12198,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,6,1955,1975,None,0,TA,TA,CBlock,TA,TA,Av,Rec,780,Unf,0,1204,TA,Y,SBrkr,1411,0,1,3,TA,1,Attchd,310,Y,360,6,2007,2007.5,32.5,Normal
902427045,882,97000,20,RM,12702,Reg,Lvl,Inside,OldTown,1Fam,1Story,5,5,1956,1956,None,0,TA,TA,PConc,,,,,0,,0,0,Gd,Y,FuseA,882,0,1,2,TA,0,Detchd,308,Y,45,12,2008,2009,53,Normal
527405130,864,76500,20,RL,7038,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,6,1970,1970,None,0,TA,TA,CBlock,TA,TA,No,ALQ,726,Unf,0,864,TA,Y,SBrkr,864,0,1,3,TA,0,Detchd,576,Y,210,9,2009,2009.75,39.75,Abnorml
528431040,1966,419005,20,RL,12291,IR1,Lvl,Inside,Somerst,1Fam,1Story,10,5,2007,2007,BrkFace,754,Ex,TA,PConc,Ex,TA,Av,GLQ,1572,Unf,0,1966,Ex,Y,SBrkr,1966,0,2,1,Ex,1,Attchd,1092,Y,128,10,2007,2007.833333,0.833333333,Partial
527450210,987,83000,160,RM,1953,Reg,Lvl,Inside,BrDale,Twnhs,2Story,6,5,1973,1973,BrkFace,408,TA,TA,CBlock,TA,Fa,No,BLQ,309,Unf,0,483,TA,Y,SBrkr,483,504,1,2,TA,0,Detchd,264,Y,72,6,2006,2006.5,33.5,Normal
532378200,912,142000,20,RL,6768,IR1,Lvl,Inside,Sawyer,1Fam,1Story,6,8,1961,1996,None,0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832,Unf,0,912,Gd,Y,SBrkr,912,0,1,3,Gd,0,Detchd,288,Y,168,5,2008,2008.416667,12.41666667,Normal
909278020,1343,154900,50,RL,7681,IR1,Lvl,FR2,Crawfor,1Fam,1.5Fin,5,6,1921,1950,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,731,Ex,Y,SBrkr,820,523,1,3,TA,1,Detchd,186,Y,294,7,2009,2009.583333,59.58333333,Normal
534225110,1728,145000,90,RL,11072,IR1,Lvl,Inside,NAmes,Duplex,1Story,5,5,1965,1965,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1728,TA,Y,SBrkr,1728,0,2,6,TA,0,Detchd,576,Y,0,11,2008,2008.916667,43.91666667,Normal
909451130,1045,123900,160,RM,1782,Reg,Lvl,Inside,Blueste,Twnhs,2Story,6,6,1980,1980,None,0,TA,Gd,CBlock,Gd,TA,No,GLQ,330,Unf,0,516,Gd,Y,SBrkr,529,516,1,2,TA,1,Detchd,462,Y,180,12,2007,2008,28,Normal
528142020,2088,250000,60,RL,8899,Reg,Lvl,Inside,NridgHt,1Fam,2Story,8,5,2007,2007,Stone,108,Ex,TA,PConc,Gd,TA,Av,GLQ,40,Unf,0,948,Ex,Y,SBrkr,948,1140,2,4,Gd,1,BuiltIn,656,Y,124,6,2008,2008.5,1.5,Normal
527404030,1050,143000,20,RL,8510,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,7,1971,1971,BrkFace,178,TA,TA,CBlock,Gd,TA,No,ALQ,500,Unf,0,1043,Ex,Y,SBrkr,1050,0,1,3,TA,0,Attchd,336,Y,0,7,2009,2009.583333,38.58333333,Normal
527162180,1633,183000,60,RL,11184,IR1,Lvl,Corner,Gilbert,1Fam,2Story,6,5,1998,1998,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,932,Gd,Y,SBrkr,932,701,2,3,TA,1,Attchd,460,Y,39,4,2008,2008.333333,10.33333333,Family
534151180,2075,255000,60,RL,10530,Reg,Lvl,Inside,NWAmes,1Fam,2Story,7,6,1993,1993,BrkFace,194,Gd,TA,PConc,Gd,TA,No,GLQ,819,Unf,0,1148,Ex,Y,SBrkr,1091,984,2,3,Gd,1,Attchd,473,Y,321,8,2007,2007.666667,14.66666667,Normal
908204090,960,131750,20,RL,6400,Reg,Lvl,Inside,Edwards,1Fam,1Story,5,7,1959,2000,None,0,TA,TA,CBlock,TA,TA,Av,Rec,77,ALQ,831,960,Ex,Y,SBrkr,960,0,1,2,Fa,0,Detchd,392,Y,179,12,2007,2008,8,Normal
532354070,999,132500,20,RL,7758,IR1,Lvl,Corner,Sawyer,1Fam,1Story,5,7,1962,2001,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,588,Unf,0,999,Gd,Y,SBrkr,999,0,1,3,Gd,0,Detchd,264,Y,132,3,2007,2007.25,6.25,Normal
527302070,1260,181900,20,RL,10825,IR1,Lvl,Inside,NWAmes,1Fam,1Story,7,7,1983,1983,BrkFace,174,Gd,TA,CBlock,Gd,TA,Mn,GLQ,747,Unf,0,1260,TA,Y,SBrkr,1260,0,2,3,TA,0,Attchd,598,Y,152,7,2008,2008.583333,25.58333333,Normal
527214030,1884,387000,20,RL,15401,IR1,HLS,CulDSac,StoneBr,1Fam,1Story,9,5,2004,2004,BrkFace,296,Ex,TA,PConc,Ex,TA,Gd,GLQ,1337,Unf,0,1884,Ex,Y,SBrkr,1884,0,2,2,Ex,1,Attchd,670,Y,290,9,2008,2008.75,4.75,Normal
533128030,2295,268000,60,RL,13346,IR1,Lvl,CulDSac,NoRidge,1Fam,2Story,7,5,1992,2000,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,728,Unf,0,1095,Ex,Y,SBrkr,1166,1129,2,4,Gd,1,Attchd,590,Y,40,7,2006,2006.583333,6.583333333,Normal
902330010,2358,122000,70,RM,5250,Reg,Lvl,Inside,OldTown,1Fam,2Story,8,5,1872,1987,None,0,TA,Gd,BrkTil,TA,Fa,No,LwQ,259,Unf,0,684,Fa,N,SBrkr,938,1215,2,4,TA,0,,0,Y,74,12,2008,2009,22,Normal
923228150,1344,97000,160,RM,1533,Reg,Lvl,Inside,MeadowV,Twnhs,2Story,4,6,1970,2008,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,546,TA,Y,SBrkr,798,546,1,3,TA,1,,0,Y,0,5,2009,2009.416667,1.416666667,Normal
527302080,2183,229000,50,RL,13837,IR1,Lvl,Corner,NWAmes,1Fam,1.5Fin,7,5,1988,1988,BrkFace,178,Gd,Gd,PConc,Gd,Gd,No,GLQ,1002,LwQ,202,1204,Gd,Y,SBrkr,1377,806,2,4,Gd,0,Attchd,786,Y,0,2,2006,2006.166667,18.16666667,Normal
528344040,2450,340000,60,RL,16545,IR1,Lvl,Inside,NoRidge,1Fam,2Story,8,5,1998,1998,BrkFace,731,Gd,TA,PConc,Gd,TA,Mn,GLQ,781,Unf,0,1284,Ex,Y,SBrkr,1310,1140,2,3,Gd,1,Attchd,1069,Y,126,5,2009,2009.416667,11.41666667,Normal
535403040,912,115000,20,RL,7800,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,1964,1964,None,0,TA,TA,CBlock,TA,TA,No,Rec,312,LwQ,600,912,TA,Y,SBrkr,912,0,1,2,TA,0,Attchd,288,Y,0,11,2006,2006.916667,42.91666667,Abnorml
535375050,1656,135000,50,RL,10410,Reg,Lvl,Inside,OldTown,1Fam,1.5Fin,5,7,1916,1987,None,0,TA,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,660,Ex,Y,SBrkr,808,704,2,3,TA,0,Detchd,180,N,140,8,2009,2009.666667,22.66666667,Normal
535376060,1352,149000,60,RL,10800,Reg,Lvl,Inside,OldTown,1Fam,2Story,5,7,1939,2006,None,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,676,Ex,Y,SBrkr,676,676,2,4,Gd,0,Detchd,720,Y,315,8,2009,2009.666667,3.666666667,Normal
924151040,1803,285000,20,RL,9892,Reg,Lvl,Inside,Mitchel,1Fam,1Story,8,5,1994,1995,None,0,Gd,Gd,PConc,Gd,Gd,Gd,GLQ,1341,LwQ,284,1679,Ex,Y,SBrkr,1803,0,2,3,Gd,2,Attchd,482,Y,415,2,2010,2010.166667,15.16666667,Normal
528186160,1342,234250,120,RL,6240,Reg,Lvl,Inside,NridgHt,TwnhsE,1Story,8,5,2006,2007,BrkFace,176,Gd,TA,PConc,Gd,TA,No,GLQ,846,Unf,0,1342,Ex,Y,SBrkr,1342,0,2,2,Gd,1,Attchd,550,Y,35,6,2008,2008.5,1.5,Normal
532351150,1654,119500,90,RM,8927,Reg,Lvl,Inside,Sawyer,Duplex,1.5Fin,6,6,1977,1977,None,0,TA,Gd,CBlock,,,,,0,,0,0,TA,Y,SBrkr,1286,368,2,4,TA,0,Attchd,528,Y,0,8,2006,2006.666667,29.66666667,Normal
905105010,1059,142500,20,RL,9000,Reg,Lvl,Corner,Sawyer,1Fam,1Story,5,6,1966,1966,None,0,TA,TA,CBlock,TA,TA,No,ALQ,773,Unf,0,1059,Gd,Y,SBrkr,1059,0,1,3,TA,0,Attchd,286,Y,88,6,2006,2006.5,40.5,Abnorml
527452310,900,123000,85,RL,7838,Reg,Lvl,Inside,NAmes,1Fam,SFoyer,5,5,1967,1967,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,769,Unf,0,864,TA,Y,SBrkr,900,0,1,3,TA,1,Attchd,288,Y,319,12,2006,2007,40,Normal
909250200,1510,149000,70,RL,4899,Reg,HLS,Corner,SWISU,1Fam,2Story,6,8,1920,1950,None,0,TA,TA,PConc,TA,TA,No,BLQ,305,Unf,0,755,Ex,Y,SBrkr,755,755,1,3,TA,0,Detchd,216,Y,164,6,2006,2006.5,56.5,Normal
905101300,1832,136000,90,RL,10773,Reg,Lvl,Inside,Sawyer,Duplex,1Story,4,3,1967,1967,BrkFace,72,Fa,Fa,CBlock,TA,TA,No,ALQ,704,Unf,0,1832,TA,N,SBrkr,1832,0,2,4,TA,0,,0,Y,58,5,2010,2010.416667,43.41666667,Normal
902329080,1288,119000,70,RM,3600,Reg,Lvl,Inside,OldTown,1Fam,2Story,6,7,1917,2007,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,624,Ex,Y,SBrkr,664,624,1,3,Ex,1,Attchd,280,N,103,5,2009,2009.416667,2.416666667,Normal
903225140,1210,124000,50,RM,5000,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,5,7,1941,2006,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,600,Unf,0,672,Ex,Y,SBrkr,832,378,1,3,Gd,0,Detchd,240,P,0,5,2008,2008.416667,2.416666667,Normal
533215080,1709,328900,120,FV,5119,IR1,Lvl,CulDSac,Somerst,TwnhsE,1Story,9,5,1999,2000,BrkFace,60,Gd,TA,PConc,Ex,TA,Av,GLQ,1238,Unf,0,1698,Ex,Y,SBrkr,1709,0,2,2,Gd,1,Attchd,506,Y,162,1,2008,2008.083333,8.083333333,Abnorml
534452060,1077,118000,190,RL,7420,Reg,Lvl,Corner,BrkSide,2fmCon,1.5Unf,5,6,1939,1950,None,0,TA,TA,BrkTil,TA,TA,No,GLQ,851,Unf,0,991,Ex,Y,SBrkr,1077,0,1,2,TA,2,Attchd,205,Y,4,1,2008,2008.083333,58.08333333,Normal
532476050,2646,260000,80,RL,14330,IR1,Low,Corner,Veenker,1Fam,SLvl,7,4,1974,1974,BrkFace,145,Gd,Fa,CBlock,Gd,TA,Gd,ALQ,1023,BLQ,497,1748,Gd,Y,SBrkr,2151,495,2,3,Gd,4,Attchd,550,Y,741,1,2006,2006.083333,32.08333333,Normal
909428110,1336,157000,190,RL,15750,Reg,Lvl,Corner,Crawfor,2fmCon,1Story,5,5,1953,1953,BrkFace,56,TA,TA,CBlock,TA,TA,Mn,BLQ,841,Unf,0,1165,TA,Y,SBrkr,1336,0,1,2,TA,2,Attchd,375,Y,0,6,2006,2006.5,53.5,Normal
528170040,2728,437154,60,RL,20431,IR2,Lvl,Inside,NridgHt,1Fam,2Story,9,5,2005,2006,BrkFace,870,Ex,TA,PConc,Ex,TA,No,GLQ,1410,Unf,0,1848,Ex,Y,SBrkr,1848,880,2,4,Ex,2,Attchd,706,Y,0,4,2006,2006.333333,0.333333333,Partial
533110130,2417,260000,60,RL,16059,Reg,Lvl,Corner,NoRidge,1Fam,2Story,8,5,1991,1992,BrkFace,284,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,Ex,Y,SBrkr,1301,1116,2,4,Gd,1,Attchd,462,Y,209,4,2006,2006.333333,14.33333333,Normal
921205030,2028,369900,20,RL,11443,Reg,Lvl,Inside,Timber,1Fam,1Story,8,5,2005,2006,BrkFace,208,Gd,TA,PConc,Ex,TA,Gd,GLQ,1460,Unf,0,1868,Ex,Y,SBrkr,2028,0,2,2,Gd,2,Attchd,880,Y,392,3,2006,2006.25,0.25,Partial
923203090,1216,164000,120,RM,4500,Reg,Lvl,FR2,Mitchel,Twnhs,1Story,6,5,1998,1998,BrkFace,116,TA,TA,PConc,Ex,TA,No,GLQ,897,Unf,0,1216,Ex,Y,SBrkr,1216,0,2,2,TA,0,Attchd,402,Y,125,5,2006,2006.416667,8.416666667,Normal
535104120,1453,187500,20,RL,10573,IR1,Lvl,Corner,NAmes,1Fam,1Story,6,6,1961,1961,BrkFace,3,TA,TA,CBlock,TA,TA,No,Rec,1312,Unf,0,1453,Ex,Y,SBrkr,1453,0,2,3,TA,1,Attchd,530,Y,337,4,2009,2009.333333,48.33333333,Normal
528366070,2202,263000,60,RL,11762,Reg,Lvl,Inside,NoRidge,1Fam,2Story,8,5,1992,1993,BrkFace,309,Gd,TA,PConc,Ex,TA,No,GLQ,335,Unf,0,1105,Ex,Y,SBrkr,1105,1097,2,4,Gd,1,Attchd,517,Y,209,9,2007,2007.75,14.75,Normal
902205010,612,45000,30,RM,5925,Reg,Lvl,Corner,OldTown,1Fam,1Story,2,4,1940,1950,None,0,TA,Gd,BrkTil,,,,,0,,0,0,Fa,N,FuseA,612,0,1,1,TA,0,Detchd,308,N,25,10,2009,2009.833333,59.83333333,Normal
923204040,1200,173000,85,RL,14137,Reg,Lvl,Corner,Mitchel,1Fam,SFoyer,4,5,1964,1964,BrkFace,98,TA,TA,CBlock,Gd,TA,Av,ALQ,865,LwQ,247,1200,Gd,Y,SBrkr,1200,0,1,3,TA,0,2Types,850,Y,290,11,2008,2008.916667,44.91666667,Normal
535378080,1281,128500,50,RL,10284,Reg,Lvl,Corner,OldTown,1Fam,1.5Fin,4,7,1925,1993,None,0,TA,TA,CBlock,TA,TA,Mn,ALQ,1030,LwQ,66,1151,Ex,Y,SBrkr,845,436,2,1,TA,0,Detchd,580,Y,0,8,2007,2007.666667,14.66666667,Abnorml
533251130,1432,194000,80,RL,16157,IR1,Lvl,FR2,Veenker,1Fam,SLvl,5,7,1978,1978,None,0,TA,TA,PConc,Gd,TA,Gd,ALQ,680,Rec,391,1360,Ex,Y,SBrkr,1432,0,1,2,Gd,1,Attchd,588,Y,348,6,2007,2007.5,29.5,Normal
528235130,1414,178000,60,RL,9056,IR1,Lvl,Inside,Gilbert,1Fam,2Story,8,5,2004,2004,None,0,Gd,TA,PConc,Ex,Gd,Av,Unf,0,Unf,0,707,Ex,Y,SBrkr,707,707,2,3,Gd,1,Attchd,403,Y,135,10,2006,2006.833333,2.833333333,Normal
903226130,1324,128000,50,RM,6000,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,4,6,1936,1950,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,672,Unf,0,672,TA,Y,SBrkr,757,567,1,3,TA,0,Detchd,240,Y,0,7,2009,2009.583333,59.58333333,Normal
903235020,616,89000,30,RM,6000,Reg,Lvl,Inside,BrkSide,1Fam,1Story,5,7,1921,1950,None,0,TA,TA,CBlock,TA,TA,No,LwQ,616,Unf,0,616,Gd,Y,SBrkr,616,0,1,2,TA,0,Detchd,205,Y,129,6,2006,2006.5,56.5,Normal
527425110,864,130000,20,RL,9000,Reg,Lvl,FR2,NAmes,1Fam,1Story,4,7,1971,2006,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,240,Unf,0,864,Gd,Y,SBrkr,864,0,1,3,TA,0,Detchd,576,Y,200,7,2009,2009.583333,3.583333333,Normal
902327070,2007,160000,70,RM,8400,Reg,Lvl,Corner,OldTown,1Fam,2Story,6,7,1900,1950,None,0,TA,TA,BrkTil,Fa,Gd,Mn,Unf,0,Unf,0,917,Gd,Y,FuseA,1090,917,2,3,Ex,0,Detchd,357,Y,235,6,2009,2009.5,59.5,Normal
903425270,1316,90000,50,RL,8550,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,5,5,1926,1950,None,0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,0,750,TA,Y,SBrkr,960,356,1,4,TA,0,Detchd,576,Y,0,10,2007,2007.833333,57.83333333,Family
534127230,1740,150000,20,RL,11050,Reg,Lvl,Inside,NWAmes,1Fam,1Story,6,5,1968,1968,None,0,TA,TA,CBlock,TA,TA,No,Rec,301,Unf,0,1740,Fa,Y,SBrkr,1740,0,1,4,TA,1,Attchd,512,Y,217,10,2008,2008.833333,40.83333333,Family
914478100,1026,143000,85,RL,8410,IR1,Lvl,Corner,Mitchel,1Fam,SFoyer,6,6,1974,1974,None,0,TA,TA,CBlock,Gd,TA,Av,ALQ,924,Unf,0,970,TA,Y,SBrkr,1026,0,1,2,TA,1,Attchd,528,Y,193,4,2007,2007.333333,33.33333333,Normal
535301150,1050,156000,20,RL,8092,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,8,1954,2000,BrkFace,176,TA,Gd,CBlock,TA,TA,No,ALQ,824,Unf,0,1050,Ex,Y,SBrkr,1050,0,1,3,Gd,0,Attchd,286,Y,0,6,2006,2006.5,6.5,Abnorml
903225150,765,87000,30,RM,5000,Reg,Lvl,Inside,BrkSide,1Fam,1Story,4,7,1925,1950,None,0,TA,TA,BrkTil,TA,TA,No,Rec,188,Unf,0,765,TA,N,FuseF,765,0,1,2,Gd,0,Detchd,200,P,176,4,2010,2010.333333,60.33333333,Normal
527402220,1002,148500,20,RL,8750,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,6,1970,1970,BrkFace,76,TA,TA,CBlock,TA,TA,No,BLQ,828,Unf,0,1002,TA,Y,SBrkr,1002,0,1,3,TA,0,Detchd,902,Y,0,8,2009,2009.666667,39.66666667,Normal
904351240,1112,63000,50,RL,9780,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,5,3,1934,1950,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,585,TA,N,FuseA,687,425,2,4,TA,0,Detchd,226,N,0,3,2009,2009.25,59.25,Normal
535452090,1041,128000,20,RL,7350,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,6,1958,1958,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1041,Gd,Y,SBrkr,1041,0,1,3,TA,0,Attchd,294,Y,0,3,2009,2009.25,51.25,Normal
528108020,2042,253293,20,RL,12704,Reg,Lvl,Inside,NridgHt,1Fam,1Story,8,5,2008,2009,BrkFace,306,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,2042,Ex,Y,SBrkr,2042,0,2,3,Ex,1,Attchd,1390,Y,90,8,2009,2009.666667,0.666666667,Partial
528427070,1933,214000,60,RL,14598,IR1,Lvl,CulDSac,Somerst,1Fam,2Story,6,5,2007,2007,Stone,74,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,894,Ex,Y,SBrkr,894,1039,2,4,Gd,1,BuiltIn,668,Y,118,1,2008,2008.083333,1.083333333,Normal
902125020,1750,124000,70,RM,9000,Reg,Lvl,Corner,OldTown,1Fam,2Story,5,6,1880,1991,None,0,TA,TA,BrkTil,Fa,Fa,No,Unf,0,Unf,0,636,TA,Y,FuseA,1089,661,1,3,Ex,0,Detchd,240,N,293,6,2006,2006.5,15.5,Abnorml
910201050,1601,129850,50,RM,7288,Reg,Lvl,Inside,IDOTRR,1Fam,1.5Fin,5,7,1925,2003,None,0,Gd,Gd,BrkTil,TA,Po,No,Unf,0,Unf,0,936,Ex,Y,SBrkr,936,665,2,3,TA,0,,0,N,176,9,2007,2007.75,4.75,Normal
527425090,864,115000,20,RL,10500,Reg,Lvl,FR2,NAmes,1Fam,1Story,4,5,1971,1971,None,0,TA,TA,CBlock,TA,TA,No,ALQ,432,Unf,0,864,TA,Y,SBrkr,864,0,1,3,TA,1,,0,Y,0,4,2010,2010.333333,39.33333333,Normal
909277100,964,163500,30,RL,13360,IR1,HLS,Inside,Crawfor,1Fam,1Story,5,7,1921,2006,None,0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,0,876,Ex,Y,SBrkr,964,0,1,2,TA,0,Detchd,432,Y,44,8,2009,2009.666667,3.666666667,Normal
531452070,1332,145000,120,RL,7175,Reg,Lvl,Inside,SawyerW,TwnhsE,1Story,6,5,1990,1991,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1332,Gd,Y,SBrkr,1332,0,2,2,Gd,0,Attchd,542,Y,60,2,2009,2009.166667,18.16666667,Normal
528387050,2127,271000,60,RL,10944,IR1,Lvl,Inside,NoRidge,1Fam,2Story,7,5,1994,1994,BrkFace,448,Gd,TA,PConc,Gd,TA,No,GLQ,1000,Unf,0,1223,Ex,Y,SBrkr,1223,904,2,3,Gd,2,Attchd,525,Y,303,8,2008,2008.666667,14.66666667,Normal
905480240,1111,95000,50,RL,9084,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,5,6,1941,1950,None,0,TA,TA,CBlock,TA,Fa,Mn,LwQ,236,Rec,380,616,TA,N,SBrkr,616,495,1,3,TA,0,Detchd,200,Y,48,3,2008,2008.25,58.25,Normal
535476350,1395,192000,20,RL,9760,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,7,1963,1984,BrkFace,218,TA,TA,CBlock,TA,TA,Gd,BLQ,717,LwQ,263,1395,TA,Y,SBrkr,1395,0,1,2,TA,1,Attchd,440,Y,1010,5,2010,2010.416667,26.41666667,Normal
527258010,1856,394432,20,RL,11394,Reg,Lvl,Corner,StoneBr,1Fam,1Story,9,2,2010,2010,Stone,350,Gd,TA,PConc,Ex,TA,Av,GLQ,1445,Unf,0,1856,Ex,Y,SBrkr,1856,0,1,1,Ex,1,Attchd,834,Y,113,6,2010,2010.5,0.5,Partial
906394060,1596,181000,60,RL,9316,IR1,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2005,2005,BrkFace,532,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,784,Ex,Y,SBrkr,784,812,2,3,Gd,0,Attchd,610,Y,189,6,2006,2006.5,1.5,Normal
909282030,3447,381000,50,RL,14100,IR1,Lvl,Inside,Crawfor,1Fam,1.5Fin,8,9,1935,1997,BrkFace,632,TA,Gd,CBlock,TA,TA,Mn,Rec,192,Unf,0,728,Ex,Y,SBrkr,1968,1479,3,4,Gd,2,BuiltIn,1014,Y,326,5,2008,2008.416667,11.41666667,Normal
905225040,1601,140000,80,RL,13825,Reg,Lvl,Inside,Sawyer,1Fam,SLvl,5,6,1958,1987,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,533,TA,Y,SBrkr,1021,580,1,3,TA,0,BuiltIn,300,Y,314,12,2008,2009,22,Normal
