,GrLivArea,MSZoning,LotFrontage,LotArea,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,SaleCondition,price_sfgr,price_sf,perc_1stflr,house_footprint,house_ga_footprint,RoomSize,QualXSF,CondXSF,BsmtGLQSF,BsmtALQSF,BsmtBLQSF,BsmtRecSF,BsmtLwQSF,Bsmt_Y,OutdoorSpace,AgeSold,gaudist_LincolnGrand,gaudist_GreekCircle,gaudist_OntarioND,gaudist_Stange13,gaudist_Grand13,gaudist_Grand24,gaudist_BloomStange,gaudist_IC3069
583,1716,FV,65.0,8125,Inside,1Fam,2Story,6,5,None,0.0,Gd,TA,PConc,Gd,TA,No,858.0,858.0,Ex,858,858,0,0.0,0.0,2,1,3,1,Gd,7,0,2.0,615.0,Normal,117.03088578088578,78.02059052059052,0.5,0.1056,0.1812923076923077,245.14285714285717,10296,8580,0.0,0.0,0.0,0.0,0.0,1,53,1,0.09986392578437493,0.1286356127416137,0.11570346916745665,0.5719980645229354,0.30966272831639946,0.5319640411709846,0.9431610626756137,0.00024551485790093866
584,2364,RL,100.0,12919,Inside,1Fam,1Story,9,5,Stone,760.0,Ex,TA,PConc,Ex,TA,Gd,142.0,2330.0,Ex,2364,0,0,1.0,0.0,2,1,2,1,Ex,11,2,3.0,820.0,Partial,258.7381556683588,130.3061354921176,1.0,0.1829862992491679,0.2464587042340738,214.9090909090909,21276,11820,2188.0,0.0,0.0,0.0,0.0,1,67,0,0.013761228209702993,0.03214201851513352,0.13681087896763033,0.25279452652196344,0.06427940441836086,0.16339276608761838,0.8656355051940172,9.072884741636196e-06
585,1750,RL,75.0,12508,Inside,1Fam,1.5Fin,6,7,None,0.0,TA,TA,CBlock,Gd,TA,Mn,323.0,983.0,Ex,983,767,0,1.0,0.0,2,0,4,1,TA,7,0,1.0,423.0,Normal,91.42857142857144,58.543724844493234,0.5617142857142857,0.0785897025903421,0.1124080588423409,250.0,10500,12250,0.0,660.0,0.0,0.0,0.0,1,401,23,0.05208391048201682,0.02147992203171255,2.22811098003419e-05,0.0013635101617653022,0.006465342877626419,0.0005083865568031184,6.935722864736143e-06,0.898763805119063
586,1192,RM,60.0,6402,Corner,1Fam,2Story,5,5,None,0.0,TA,TA,PConc,TA,TA,Mn,596.0,596.0,TA,596,596,0,0.0,0.0,1,0,3,1,TA,6,0,1.0,189.0,Normal,65.43624161073825,43.62416107382551,0.5,0.0930959075288972,0.1226179318962824,198.66666666666663,5960,5960,0.0,0.0,0.0,0.0,0.0,1,137,59,0.9670182039645459,0.6844343534594468,0.02439463510232146,0.4285604573329225,0.6819501487298852,0.28341756076669256,0.04944795968400464,0.144450329299042
587,1820,RL,107.0,13700,Inside,1Fam,2Story,7,6,Stone,288.0,TA,TA,CBlock,TA,TA,Gd,410.0,864.0,TA,902,918,0,0.0,0.0,1,2,4,1,Gd,8,2,2.0,492.0,Normal,110.87912087912088,75.18628912071534,0.4956043956043956,0.0658394160583941,0.1017518248175182,227.5,12740,10920,0.0,454.0,0.0,0.0,0.0,1,144,20,0.23319021074050628,0.07722684657691192,0.006987542293521144,0.2649497722672754,0.6337838407473418,0.9618532318693372,0.3500684417381707,0.0014274459747020873
588,1594,RL,61.0,10125,Inside,1Fam,2Story,7,5,None,0.0,Gd,TA,PConc,Gd,TA,Mn,846.0,846.0,Ex,846,748,0,0.0,0.0,2,1,3,1,Gd,7,1,2.0,434.0,Normal,122.6474278544542,80.12295081967213,0.5307402760351317,0.0835555555555555,0.1264197530864197,227.7142857142857,11158,7970,0.0,0.0,0.0,0.0,0.0,1,348,5,0.022915659793683475,0.026786672265838852,0.04561032151125525,0.22813898534528496,0.11783496908664647,0.3288518562131619,0.9362872094792918,1.57219991984889e-05
589,2240,RL,64.0,7018,Inside,Duplex,2Story,5,5,None,0.0,TA,TA,Slab,,,,0.0,0.0,TA,1120,1120,0,0.0,0.0,2,0,6,2,TA,12,0,2.0,528.0,Alloca,63.81830357142857,63.81830357142857,0.5,0.1595896266742661,0.2348247363921345,186.66666666666663,11200,11200,0.0,0.0,0.0,0.0,0.0,0,154,30,0.014497299462933325,0.16812336812154527,0.9798425452592715,0.2441128457527355,0.016993366579562078,0.011438370420282801,0.06806248899814346,0.00017874443273250775
590,827,RL,60.0,7200,Inside,1Fam,1Story,5,7,None,0.0,TA,TA,Slab,,,,0.0,0.0,Ex,827,0,0,0.0,0.0,1,0,2,1,TA,5,1,1.0,392.0,Normal,129.98790810157195,129.98790810157195,1.0,0.1148611111111111,0.1693055555555555,165.4,4135,5789,0.0,0.0,0.0,0.0,0.0,0,0,3,0.5454594855252914,0.15388928063641105,0.004859537338803668,0.26699492510483097,0.8836028495024557,0.8166375458645097,0.1392004558056528,0.013738659944710841
591,1369,RL,75.0,9910,Inside,1Fam,1Story,7,6,None,0.0,Gd,TA,PConc,Gd,TA,No,1369.0,1369.0,Ex,1369,0,0,0.0,0.0,2,0,3,1,Gd,5,0,2.0,605.0,Partial,155.68517165814464,77.84258582907232,1.0,0.1381432896064581,0.1991927346115035,273.8,9583,8214,0.0,0.0,0.0,0.0,0.0,1,203,0,0.06217306671889269,0.08519201802565726,0.10613484492657448,0.46089917230572314,0.22355602347748627,0.4425865087099176,0.991449361528308,0.00010129572580136829
592,1874,RL,80.0,9428,Inside,1Fam,2Story,8,5,Stone,310.0,Gd,TA,PConc,Gd,TA,Av,226.0,955.0,Ex,955,919,0,1.0,0.0,2,1,3,1,Gd,8,1,3.0,880.0,Partial,158.96478121664887,105.30222693531285,0.5096051227321238,0.1012940178192617,0.1946330080610946,234.25,14992,9370,729.0,0.0,0.0,0.0,0.0,1,276,0,0.06402664550664351,0.08745927410564525,0.10693224316504668,0.46758829286696285,0.22816219220271053,0.4478336559314193,0.9897363510798817,0.00010692361012160225
593,960,RL,68.0,9768,Inside,1Fam,1Story,5,5,None,0.0,TA,TA,CBlock,TA,TA,No,613.0,960.0,Gd,960,0,0,1.0,0.0,1,0,2,1,TA,5,0,1.0,330.0,Normal,127.08333333333331,63.54166666666666,1.0,0.0982800982800982,0.132063882063882,192.0,4800,4800,0.0,247.0,0.0,100.0,0.0,1,70,54,0.5905697795220167,0.2864414332428374,0.021073739499075483,0.5197498055591087,0.9637681448632319,0.8961703675201311,0.2728729993886521,0.01162855429659349
594,1204,RM,32.0,4500,FR2,TwnhsE,1Story,6,5,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,338.0,1204.0,Ex,1204,0,0,1.0,0.0,2,0,2,1,TA,5,0,2.0,412.0,Normal,134.55149501661128,67.27574750830564,1.0,0.2675555555555555,0.3591111111111111,240.8,7224,6020,866.0,0.0,0.0,0.0,0.0,1,247,11,0.12971361407375193,0.04959081651380983,7.577429421260795e-05,0.004767021442972676,0.022255209779854058,0.0023872053998290487,4.346662371566688e-05,0.9947824835744875
595,2784,RL,80.0,16692,Inside,1Fam,2Story,7,5,BrkFace,184.0,TA,TA,CBlock,Gd,TA,No,133.0,1392.0,TA,1392,1392,0,1.0,0.0,3,1,5,1,Gd,12,2,2.0,564.0,Normal,89.79885057471265,59.86590038314176,0.5,0.0833932422717469,0.1171818835370237,232.0,19488,13920,0.0,0.0,790.0,0.0,469.0,1,112,28,0.14016902653963428,0.13933296169469445,0.07816006983840937,0.5732060277426746,0.41470579681948605,0.6813694512471096,0.8711572777429774,0.000434077795143392
596,1714,RL,60.0,8147,Inside,TwnhsE,1Story,9,5,BrkFace,230.0,Gd,TA,PConc,Ex,TA,Gd,523.0,1714.0,Ex,1714,0,0,1.0,0.0,2,0,2,1,Gd,7,1,2.0,517.0,Normal,185.53092182030335,92.76546091015167,1.0,0.2103841904995703,0.2738431324413894,244.8571428571429,15426,8570,1191.0,0.0,0.0,0.0,0.0,1,211,1,0.060071356481384126,0.036885806743641544,0.01823570298300907,0.2455627950277373,0.2638572115512296,0.6338273852155509,0.764538716255884,8.135304690484892e-05
597,1530,RL,124.0,16158,Inside,1Fam,1Story,7,5,Stone,16.0,Gd,TA,PConc,Ex,TA,Av,256.0,1530.0,Ex,1530,0,0,1.0,0.0,2,0,3,1,Gd,7,1,2.0,430.0,Normal,169.9346405228758,84.9673202614379,1.0,0.0946899368733754,0.1213021413541279,218.57142857142856,10710,7650,0.0,1274.0,0.0,0.0,0.0,1,204,4,0.06218669132852103,0.03679331453607021,0.017009306627455444,0.24233770826430176,0.2714076056263951,0.6480228958412902,0.74618366785482,8.697361942806348e-05
598,788,RL,30.0,4420,CulDSac,TwnhsE,1Story,8,5,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,0.0,728.0,TA,788,0,0,1.0,0.0,1,0,1,1,Gd,3,1,2.0,484.0,Normal,196.7005076142132,102.24274406332454,1.0,0.1782805429864253,0.2877828054298642,262.6666666666667,6304,3940,728.0,0.0,0.0,0.0,0.0,1,175,30,0.16203333589511468,0.33489160784527916,0.3166684639433933,0.8729220697511553,0.3250888252150543,0.36752764006250993,0.6535901640644562,0.0010152831700554964
599,1073,RL,82.0,9981,Corner,1Fam,1Story,5,5,BrkFace,340.0,TA,TA,CBlock,TA,TA,Mn,852.0,1073.0,Gd,1073,0,0,0.0,0.0,1,0,3,1,TA,6,0,1.0,270.0,Normal,111.83597390493942,55.91798695246971,1.0,0.1075042580903717,0.1345556557459172,178.83333333333334,5365,5365,0.0,0.0,221.0,0.0,0.0,1,90,41,0.02774910625723415,0.2465343957345348,0.9577719085042907,0.3531822858252242,0.032624153280965774,0.022033317070154188,0.099312339505508,0.0003795666301086388
600,1114,RL,63.0,13072,Inside,1Fam,1Story,7,5,None,0.0,Gd,TA,PConc,Gd,TA,No,1114.0,1114.0,Ex,1114,0,0,0.0,0.0,1,1,3,1,Gd,6,0,2.0,576.0,Normal,142.72890484739676,71.36445242369838,1.0,0.0852203182374541,0.1292839657282741,185.66666666666663,7798,5570,0.0,0.0,0.0,0.0,0.0,1,350,4,0.0014763188790072404,0.03179117791168925,0.7964496968120783,0.07321304427275617,0.0023938653311417935,0.0021970673123586984,0.03635178150248095,6.033652392374097e-06
601,1310,RL,50.0,7000,Corner,1Fam,1.5Fin,6,6,None,0.0,TA,Gd,BrkTil,Fa,TA,No,0.0,617.0,Gd,865,445,0,0.0,0.0,2,0,2,1,TA,6,0,1.0,398.0,Normal,85.49618320610686,58.12143227815257,0.6603053435114504,0.1235714285714285,0.1804285714285714,218.33333333333331,7860,7860,0.0,0.0,0.0,0.0,617.0,1,126,56,0.7324043297396777,0.28543164717313185,0.011100966207893179,0.3974824805121277,0.98541792669041,0.7617580308856126,0.14778957390258285,0.026127022078034412
602,1479,RL,72.0,10665,Inside,1Fam,1Story,7,5,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,440.0,1453.0,Ex,1479,0,0,1.0,0.0,2,0,3,1,Gd,7,0,2.0,558.0,Normal,152.80594996619337,77.08049113233288,1.0,0.1386779184247538,0.1909985935302391,211.28571428571428,10353,7395,1013.0,0.0,0.0,0.0,0.0,1,173,4,0.0023248541541349287,0.06196972853903679,0.4079223953883747,0.03614561586047308,0.00129413271770019,0.0004258472585559701,0.0026110770560899437,0.00014061320012352928
603,1808,RL,102.0,13514,Corner,1Fam,1Story,9,5,None,285.0,Ex,TA,PConc,Ex,TA,No,632.0,1774.0,Ex,1808,0,0,1.0,0.0,2,0,3,1,Ex,7,1,3.0,850.0,Normal,179.20353982300884,90.45226130653266,1.0,0.1337871836613882,0.1966849193429036,258.2857142857143,16272,9040,1142.0,0.0,0.0,0.0,0.0,1,226,1,0.012488445242694136,0.024307091253304703,0.09140880355898517,0.21530048252856143,0.0645175316486783,0.18069416003349195,0.8857717903519201,6.83662169593207e-06
604,864,RL,56.0,4060,Corner,1Fam,1Story,5,8,None,0.0,TA,TA,PConc,Fa,TA,No,864.0,864.0,Ex,864,0,0,0.0,0.0,1,0,2,1,TA,4,0,0.0,0.0,Normal,115.625,57.8125,1.0,0.212807881773399,0.212807881773399,216.0,4320,6912,0.0,0.0,0.0,0.0,0.0,1,96,59,0.16696286092391155,0.7368355058028065,0.4451196629312225,0.5249888728329827,0.11866843038309867,0.049524109924093465,0.06013537218582732,0.01135232811064106
605,1468,FV,84.0,10440,Corner,1Fam,1Story,6,5,None,0.0,Gd,TA,PConc,Ex,TA,No,54.0,1468.0,Ex,1468,0,0,1.0,0.0,2,0,2,1,Gd,6,1,2.0,528.0,Normal,184.94550408719343,92.47275204359671,1.0,0.1406130268199233,0.1911877394636015,244.66666666666663,8808,7340,1414.0,0.0,0.0,0.0,0.0,1,102,5,0.10060805703402471,0.12854556441679493,0.11420150695058824,0.5713637985204322,0.31199881184571304,0.5360323031613706,0.9423603229696512,0.0002481281839988874
606,1746,RL,42.0,14892,CulDSac,1Fam,1Story,9,5,Stone,160.0,Ex,TA,PConc,Ex,TA,Gd,426.0,1746.0,Ex,1746,0,0,1.0,0.0,2,0,3,1,Ex,7,2,3.0,758.0,Normal,216.2084765177549,108.10423825887744,1.0,0.1172441579371474,0.1681439699167338,249.42857142857144,15714,8730,1320.0,0.0,0.0,0.0,0.0,1,240,2,0.02497905091031957,0.01996431480938874,0.020841036609531557,0.1797098614618239,0.13662200752006534,0.40481084969675835,0.8278842507307574,1.7113037207862534e-05
607,2016,RL,120.0,26400,FR2,1Fam,2Story,5,7,None,0.0,Gd,TA,PConc,,,,0.0,0.0,Ex,1288,728,0,0.0,0.0,1,0,4,1,TA,7,1,2.0,576.0,Normal,64.98015873015873,64.98015873015873,0.6388888888888888,0.0487878787878787,0.0706060606060606,288.0,10080,14112,0.0,0.0,0.0,0.0,0.0,0,0,2,0.012637038836869603,0.15038764200481713,0.9899822301719676,0.23418822853087093,0.015613451782879255,0.01105317862151099,0.07176549962605326,0.00013438833347400952
608,1482,RL,60.0,16012,Inside,1Fam,1Story,4,4,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,263.0,954.0,Ex,1482,0,0,0.0,1.0,2,0,3,1,TA,6,1,2.0,609.0,Abnorml,84.34547908232119,51.3136288998358,1.0,0.0925555833125156,0.1305895578316263,247.0,5928,5928,0.0,0.0,0.0,691.0,0.0,1,30,38,0.12143743247347372,0.6494715932665822,0.3952650444745354,0.36846626388667214,0.0717171528891714,0.025049867792186875,0.030168488013806165,0.012340138359219353
609,1141,RL,63.0,13072,Inside,1Fam,1Story,6,5,None,0.0,Gd,TA,PConc,Gd,TA,No,1141.0,1141.0,Ex,1141,0,0,0.0,0.0,1,1,3,1,TA,6,0,2.0,484.0,Abnorml,124.89044697633656,62.445223488168274,1.0,0.0872858017135863,0.1243115055079559,190.16666666666663,6846,5705,0.0,0.0,0.0,0.0,0.0,1,0,1,0.0015060934837347417,0.03223768795016246,0.7993889926381332,0.07415081242346021,0.002440586215001295,0.002238600649466692,0.036777678209045976,6.181151118854377e-06
610,1939,FV,84.0,10728,Inside,1Fam,2Story,8,5,None,0.0,Gd,TA,PConc,Gd,TA,Mn,1095.0,1095.0,Gd,1095,844,0,0.0,0.0,2,1,3,1,Gd,8,1,3.0,1053.0,Partial,137.1841155234657,87.67303889255109,0.5647240845796803,0.102069351230425,0.2002237136465324,242.375,15512,9695,0.0,0.0,0.0,0.0,0.0,1,243,0,0.08692558983184673,0.11381771390996,0.11272609834753805,0.537568551158022,0.28213603347027855,0.5063566425316057,0.9621649743913812,0.00018845309990885947
611,894,RL,100.0,13350,Inside,1Fam,1Story,5,5,None,0.0,TA,TA,CBlock,TA,TA,No,102.0,864.0,TA,894,0,0,1.0,0.0,1,0,3,1,TA,5,1,2.0,440.0,Normal,159.39597315436242,81.0580204778157,1.0,0.0669662921348314,0.0999250936329588,178.8,4470,4470,0.0,762.0,0.0,0.0,0.0,1,241,32,0.02278746402917993,0.23446572760203685,0.9271125585894996,0.2850719900248448,0.023435597897382858,0.013917861782808412,0.06288988185835515,0.000415274788710669
612,894,RL,70.0,9800,Corner,1Fam,1Story,5,7,None,0.0,TA,TA,PConc,TA,TA,No,0.0,894.0,TA,894,0,0,1.0,0.0,1,0,3,1,TA,5,0,2.0,552.0,Abnorml,167.67337807606265,83.83668903803132,1.0,0.0912244897959183,0.1475510204081632,178.8,4470,6258,0.0,894.0,0.0,0.0,0.0,1,256,34,0.009325258297305176,0.15008879404761036,0.6952653088933274,0.120751528147476,0.006821477913466289,0.0029196049460430158,0.014349217429467613,0.00034211410595543195
613,1192,RL,60.0,10800,Inside,1Fam,1.5Fin,4,4,None,0.0,TA,TA,CBlock,TA,TA,No,720.0,720.0,TA,720,472,0,0.0,0.0,1,1,4,1,TA,6,0,0.0,0.0,Abnorml,113.255033557047,70.60669456066945,0.6040268456375839,0.0666666666666666,0.0666666666666666,198.66666666666663,4768,4768,0.0,0.0,0.0,0.0,0.0,1,0,56,0.6281535997326986,0.1716558859859856,0.004176983888480037,0.24918965241338298,0.8883400493431093,0.7207981500311288,0.10177161814478994,0.022836366523071888
614,1844,RL,88.0,10994,Corner,1Fam,1Story,8,5,Stone,366.0,Gd,TA,PConc,Gd,Gd,No,868.0,1844.0,Ex,1844,0,0,1.0,0.0,2,0,2,1,Gd,7,1,2.0,620.0,Abnorml,139.3709327548807,69.68546637744035,1.0,0.1677278515553938,0.2241222484991813,263.42857142857144,14752,9220,976.0,0.0,0.0,0.0,0.0,1,209,3,0.0017871092201438286,0.03826643088702861,0.8237649558676574,0.07820267135751911,0.0026436729739307916,0.002221914112383971,0.03291619966027328,9.297734118552151e-06
615,2338,RL,52.0,51974,CulDSac,1Fam,1Story,9,5,BrkFace,710.0,Ex,TA,PConc,Ex,TA,Av,1559.0,2660.0,Ex,2338,0,0,1.0,0.0,2,1,4,1,Gd,8,2,3.0,1110.0,Partial,253.03122326775025,118.36474589835936,1.0,0.0449840304767768,0.0663408627390618,292.25,21042,11690,1101.0,0.0,0.0,0.0,0.0,1,135,0,0.04258051082275789,0.02080891338023931,0.008850056575673825,0.16137477485901888,0.21279990513073216,0.5787821717292533,0.635580077659998,4.534051038436728e-05
616,1314,RL,78.0,9317,Inside,1Fam,1Story,6,5,None,0.0,Gd,TA,PConc,Gd,TA,No,1290.0,1314.0,Gd,1314,0,0,0.0,0.0,2,0,3,1,Gd,6,1,2.0,440.0,Normal,134.2709284627093,67.13546423135465,1.0,0.1410325211978104,0.1882580229687667,219.0,7884,6570,24.0,0.0,0.0,0.0,0.0,1,22,1,0.0038700058183797144,0.08343183676599601,0.6742103575376017,0.07475444267112114,0.003031157790868549,0.0013844746846632177,0.010012274584414421,0.00010514020566470804
617,1419,RL,60.0,8089,Inside,1Fam,1Story,8,6,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,474.0,1419.0,Ex,1419,0,0,1.0,0.0,2,0,2,1,Gd,7,1,2.0,567.0,Partial,276.2508809020437,138.12544045102186,1.0,0.1754234145135369,0.2455186055136605,202.7142857142857,11352,8514,945.0,0.0,0.0,0.0,0.0,1,140,0,0.057129723989706706,0.03496218391757584,0.017638219275565022,0.23768376916825334,0.2550638081841781,0.6223693997829624,0.7620985340137906,7.425568426754571e-05
618,1656,RL,87.0,9246,Inside,Duplex,1Story,5,5,BrkFace,564.0,TA,TA,CBlock,TA,TA,No,1656.0,1656.0,TA,1656,0,0,0.0,0.0,2,0,4,2,TA,8,0,2.0,506.0,Normal,81.52173913043478,40.76086956521739,1.0,0.1791044776119403,0.2338308457711442,207.0,8280,8280,0.0,0.0,0.0,0.0,0.0,1,211,35,0.3032333959178171,0.21889678025934842,0.05023526498030086,0.6314029232000065,0.6934012800553632,0.8904042559133055,0.6057028340002947,0.0020999627637045947
619,1921,RL,120.0,11136,Corner,Duplex,1Story,6,5,None,0.0,TA,TA,CBlock,TA,TA,No,1921.0,1921.0,TA,1921,0,0,0.0,0.0,2,0,4,2,TA,8,0,2.0,576.0,Normal,78.08433107756377,39.04216553878189,1.0,0.1725035919540229,0.2242277298850574,240.125,11526,9605,0.0,0.0,0.0,0.0,0.0,1,180,42,0.17096170137167283,0.5409176409268693,0.5346897371392011,0.8710888703594287,0.23164763565729923,0.17959679727924543,0.32010033025198525,0.0024904621366696332
620,1212,RL,83.0,10420,Corner,1Fam,1Story,6,5,None,0.0,TA,TA,PConc,Gd,TA,Mn,1176.0,1212.0,Ex,1212,0,0,0.0,0.0,2,0,3,1,Gd,6,0,2.0,460.0,Normal,153.46534653465346,76.73267326732673,1.0,0.1163147792706334,0.1604606525911708,202.0,7272,6060,36.0,0.0,0.0,0.0,0.0,1,122,1,0.08540568114353207,0.522245669296667,0.6723395516887519,0.46983373236259546,0.07147820376690513,0.03487052255466235,0.07195553238696985,0.0033099520643015906
621,1602,RL,118.0,16635,FR2,1Fam,1Story,6,7,Stone,126.0,Gd,TA,CBlock,Gd,TA,No,356.0,1602.0,Gd,1602,0,0,0.0,1.0,2,0,3,1,Gd,8,1,2.0,529.0,Normal,134.207240948814,67.103620474407,1.0,0.0963029756537421,0.1281033964532612,200.25,9612,11214,0.0,1246.0,0.0,0.0,0.0,1,240,9,0.08717882382940584,0.06275174767170635,0.03151788784509958,0.3488197058508126,0.3305824274512882,0.6895092153416367,0.831944262220328,0.0001619614030681396
622,1250,RL,45.0,8248,Inside,1Fam,1.5Fin,5,7,None,0.0,TA,TA,BrkTil,TA,TA,No,686.0,686.0,Gd,686,564,0,0.0,1.0,1,1,3,1,Fa,7,0,1.0,280.0,Normal,92.8,59.917355371900825,0.5488,0.0831716779825412,0.1171193016488845,178.57142857142858,6250,8750,0.0,0.0,0.0,0.0,0.0,1,303,56,0.207897181995218,0.7992226468598947,0.4080276159037643,0.5855173799516993,0.15201572515245626,0.0652076703520381,0.0706985971466281,0.013910049231648835
623,1189,RM,32.0,4500,FR2,TwnhsE,1Story,6,5,BrkFace,197.0,TA,TA,PConc,Ex,TA,No,325.0,1189.0,Ex,1189,0,0,1.0,0.0,2,0,2,1,TA,4,0,2.0,392.0,Normal,134.98738435660218,67.49369217830109,1.0,0.2642222222222222,0.3513333333333333,297.25,7134,5945,864.0,0.0,0.0,0.0,0.0,1,122,11,0.12859402138832052,0.0492020589635212,7.487404241935227e-05,0.004709014611888913,0.021988002014474872,0.0023508385985948083,4.267443929746087e-05,0.9946600776994073
624,2787,RL,62.0,7939,Inside,Duplex,2Story,7,5,BrkFace,23.0,TA,TA,PConc,Ex,TA,No,348.0,1168.0,Ex,1168,1619,0,2.0,0.0,4,2,6,2,TA,8,2,4.0,820.0,Normal,96.69895945461067,68.14159292035399,0.4190886257624686,0.1471218037536213,0.2504093714573623,348.375,19509,13935,820.0,0.0,0.0,0.0,0.0,1,312,9,0.01462999793259799,0.17059675490908233,0.9748620380945732,0.24204749151311825,0.016841628107244645,0.011141248999282228,0.06532066349298891,0.00018864131706900769
625,1456,RL,65.0,10237,Inside,1Fam,2Story,6,5,None,0.0,Gd,TA,PConc,Gd,TA,No,728.0,728.0,Ex,728,728,0,0.0,0.0,2,1,3,1,Gd,8,1,2.0,390.0,Partial,117.06043956043956,78.04029304029304,0.5,0.071114584350884,0.1092116831102862,182.0,8736,7280,0.0,0.0,0.0,0.0,0.0,1,24,0,0.01677531683050281,0.023124404583904464,0.05402295648228886,0.20969324322895208,0.08978698899967502,0.26031323995627437,0.92318929522906,9.676937155664378e-06
626,1651,RL,66.0,10235,Inside,1Fam,1Story,8,5,Stone,306.0,Gd,TA,PConc,Gd,TA,Av,1643.0,1643.0,Ex,1651,0,0,0.0,0.0,2,0,3,1,Gd,7,1,3.0,870.0,Partial,149.30345245305875,74.83302975106254,1.0,0.1613092330239374,0.2463116756228627,235.8571428571429,13208,8255,0.0,0.0,0.0,0.0,0.0,1,256,0,0.0027161434546679073,0.06407977579897961,0.6977912842703882,0.0659592569347694,0.0023568172229791696,0.0011873636722879765,0.010612055059948056,5.442550152909409e-05
627,1511,RL,23.0,2938,Inside,TwnhsE,1Story,7,5,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Av,330.0,1368.0,Ex,1511,0,0,1.0,0.0,2,0,2,1,Gd,5,1,2.0,398.0,Normal,163.46128391793513,85.79020493226815,1.0,0.5142954390742002,0.6497617426820966,302.2,10577,7555,1038.0,0.0,0.0,0.0,0.0,1,160,4,0.019991534808672762,0.0201955230633336,0.03085494468948219,0.18771248884147781,0.11076974432777792,0.3321745985040575,0.8827585907282054,1.2003864002419015e-05
628,1144,RL,80.0,10000,Corner,1Fam,1Story,5,6,None,0.0,TA,TA,CBlock,TA,TA,No,270.0,864.0,Ex,1144,0,0,1.0,0.0,1,0,3,1,TA,6,1,1.0,264.0,Normal,114.86013986013988,65.43824701195219,1.0,0.1144,0.1408,190.66666666666663,5720,6864,0.0,0.0,594.0,0.0,0.0,1,165,26,0.026456093549949048,0.21946686359360132,0.9686932614315606,0.38013789721432784,0.036129305407602376,0.028172901992836907,0.1400914656087198,0.0002521625559716933
629,2042,RL,81.0,13870,Inside,1Fam,1Story,10,5,BrkFace,250.0,Ex,TA,PConc,Ex,TA,Gd,590.0,1742.0,Ex,2042,0,0,1.0,0.0,2,0,3,1,Ex,8,1,3.0,724.0,Partial,222.82076395690495,120.2431289640592,1.0,0.1472242249459264,0.1994232155731795,255.25,20420,10210,1152.0,0.0,0.0,0.0,0.0,1,292,0,0.057899307934186905,0.03290625879013956,0.014919908102514798,0.22396306892664164,0.25968908390657447,0.6365369280384868,0.7246905868444009,7.670260595125303e-05
630,816,RL,50.0,11672,Inside,1Fam,1Story,5,5,None,0.0,TA,TA,BrkTil,TA,TA,No,816.0,816.0,TA,816,0,0,0.0,0.0,1,0,2,1,TA,4,0,1.0,210.0,Normal,133.57843137254903,66.78921568627452,1.0,0.069910897875257,0.0879026730637422,204.0,4080,4080,0.0,0.0,0.0,0.0,0.0,1,280,56,0.8780471828010403,0.5851157601272716,0.03500620301855281,0.6070039313763145,0.9165457169191389,0.5548959964040746,0.14200747915166304,0.04844945665092147
631,1148,RL,70.0,7931,Inside,1Fam,1Story,5,5,None,0.0,TA,TA,CBlock,TA,TA,No,0.0,1148.0,TA,1148,0,0,1.0,0.0,1,0,3,1,TA,6,0,1.0,672.0,Normal,115.41811846689896,57.70905923344948,1.0,0.144748455428067,0.2294792586054722,191.33333333333331,5740,5740,0.0,0.0,1148.0,0.0,0.0,1,0,50,0.5225273612133571,0.11504948332230702,0.002236671055143566,0.18021125314083056,0.7921007961664817,0.6872388507753601,0.0836134676818779,0.017355830078374067
632,1936,RL,106.0,11194,Corner,1Fam,2Story,8,5,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,1406.0,1406.0,Ex,1454,482,0,0.0,0.0,2,1,3,1,Gd,7,1,2.0,504.0,Normal,119.0599173553719,68.9706762417714,0.7510330578512396,0.1298910130427014,0.1749151331070216,276.57142857142856,15488,9680,0.0,0.0,0.0,0.0,0.0,1,312,6,0.027786646019329057,0.030784133742129495,0.04527855217734007,0.2477464604188148,0.13714643788060507,0.3680350914628691,0.94503892378798,2.1692073175620045e-05
633,1050,RL,80.0,9600,Inside,1Fam,1Story,5,6,None,0.0,TA,TA,CBlock,TA,TA,No,546.0,1050.0,Gd,1050,0,0,0.0,0.0,1,0,2,1,TA,5,0,1.0,338.0,Normal,122.76190476190476,61.38095238095238,1.0,0.109375,0.1445833333333333,210.0,5250,6300,0.0,0.0,0.0,504.0,0.0,1,0,53,0.6229918333187194,0.35799408252447606,0.03136375146646867,0.6111719659214639,0.9618116439058174,0.8477499725790433,0.2897924905621575,0.013201653709878672
